EXPECTATION,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,EXPECTATION,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,
0,0,108900,0,0,431100,
0,0,108300,0,0,431700,
0,0,108300,0,0,431700,
0,0,111900,0,0,428100,
0,0,105900,0,0,434100,
0,0,105900,0,0,434100,
0,0,105900,0,0,434100,
0,0,105300,0,0,434700,
0,0,105300,0,0,434700,
0,0,107100,0,0,432900,
0,0,107700,0,0,432300,
0,0,107700,0,0,432300,
0,0,107700,0,0,432300,
0,0,101700,0,0,438300,
0,0,101700,0,0,438300,
0,0,101700,0,0,438300,
0,0,107700,0,0,432300,
0,0,107700,0,0,432300,
0,0,107700,0,0,432300,
0,0,107100,0,0,432900,
0,0,107100,0,0,432900,
0,0,107100,0,0,432900,
0,0,111300,0,0,428700,
0,0,111300,0,0,428700,
0,0,111300,0,0,428700,
0,0,111900,0,0,428100,
0,0,111900,0,0,428100,
0,0,111900,0,0,428100,
0,0,112500,0,0,427500,
0,0,105300,0,0,434700,
0,0,105300,0,0,434700,
0,0,97500,0,0,442500,
0,0,97500,0,0,442500,
0,0,97500,0,0,442500,
0,0,101400,0,0,438600,
0,0,105000,0,0,435000,
0,0,105000,0,0,435000,
0,0,104400,0,0,435600,
0,0,104400,0,0,435600,
0,0,97200,0,0,442800,
0,0,94800,0,0,445200,
0,0,94800,0,0,445200,
0,0,100200,0,0,439800,
0,0,99600,0,0,440400,
0,0,99600,0,0,440400,
0,0,99600,0,0,440400,
0,0,100200,0,0,439800,
0,0,100200,0,0,439800,
0,0,100200,0,0,439800,
0,0,111600,0,0,428400,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,116400,0,0,423600,
0,0,114600,0,0,425400,
0,0,120000,0,0,420000,
0,0,122400,0,0,417600,
0,0,122400,0,0,417600,
0,0,122400,0,0,417600,
0,0,121800,0,0,418200,
0,0,116400,0,0,423600,
0,0,118200,0,0,421800,
0,0,122400,0,0,417600,
0,0,122400,0,0,417600,
0,0,122400,0,0,417600,
0,0,114600,0,0,425400,
0,0,114600,0,0,425400,
0,0,114600,0,0,425400,
0,0,114000,0,0,426000,
0,0,114000,0,0,426000,
0,0,114000,0,0,426000,
0,0,123600,0,0,416400,
0,0,121800,0,0,418200,
0,0,121800,0,0,418200,
0,0,117600,0,0,422400,
0,0,115800,0,0,424200,
0,0,115800,0,0,424200,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,117000,0,0,423000,
0,0,122400,0,0,417600,
0,0,122400,0,0,417600,
0,0,121800,0,0,418200,
0,0,121800,0,0,418200,
0,0,121800,0,0,418200,
0,0,114000,0,0,426000,
0,0,119400,0,0,420600,
0,0,119400,0,0,420600,
0,0,111600,0,0,428400,
0,0,109800,0,0,430200,
0,0,109800,0,0,430200,
0,0,110400,0,0,429600,
0,0,103200,0,0,436800,
0,0,112200,0,0,427800,
0,0,112800,0,0,427200,
0,0,112800,0,0,427200,
0,0,112800,0,0,427200,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,115200,0,0,424800,
0,0,114600,0,0,425400,
0,0,111000,0,0,429000,
0,0,111000,0,0,429000,
0,0,111600,0,0,428400,
0,0,102600,0,0,437400,
0,0,102600,0,0,437400,
0,0,103200,0,0,436800,
0,0,103200,0,0,436800,
0,0,103200,0,0,436800,
0,0,112800,0,0,427200,
0,0,118200,0,0,421800,
0,0,118200,0,0,421800,
0,0,117600,0,0,422400,
0,0,117600,0,0,422400,
0,0,117600,0,0,422400,
0,0,117000,0,0,423000,
0,0,118800,0,0,421200,
0,0,118800,0,0,421200,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,115800,0,0,424200,
0,0,115800,0,0,424200,
0,0,115800,0,0,424200,
0,0,115200,0,0,424800,
0,0,115200,0,0,424800,
0,0,115200,0,0,424800,
0,0,107400,0,0,432600,
0,0,111000,0,0,429000,
0,0,111000,0,0,429000,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,116400,0,0,423600,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,117000,0,0,423000,
0,0,117600,0,0,422400,
0,0,121200,0,0,418800,
0,0,121200,0,0,418800,
0,0,117000,0,0,423000,
0,0,113400,0,0,426600,
0,0,109800,0,0,430200,
0,0,109200,0,0,430800,
0,0,114600,0,0,425400,
0,0,114600,0,0,425400,
0,0,108600,0,0,431400,
0,0,103200,0,0,436800,
0,0,103200,0,0,436800,
0,0,103800,0,0,436200,
0,0,103800,0,0,436200,
0,0,114600,0,0,425400,
0,0,112200,0,0,427800,
0,0,112200,0,0,427800,
0,0,103200,0,0,436800,
0,0,103800,0,0,436200,
0,0,103800,0,0,436200,
0,0,103800,0,0,436200,
0,0,103200,0,0,436800,
0,0,103200,0,0,436800,
0,0,103200,0,0,436800,
0,0,103800,0,0,436200,
0,0,109200,0,0,430800,
0,0,109200,0,0,430800,
0,0,109800,0,0,430200,
0,0,99000,0,0,441000,
0,0,99000,0,0,441000,
0,0,106800,0,0,433200,
0,0,110400,0,0,429600,
0,0,110400,0,0,429600,
0,0,109800,0,0,430200,
0,0,109800,0,0,430200,
0,0,104400,0,0,435600,
0,0,106800,0,0,433200,
0,0,106800,0,0,433200,
0,0,105000,0,0,435000,
0,0,99000,0,0,441000,
0,0,99000,0,0,441000,
0,0,99000,0,0,441000,
0,0,98400,0,0,441600,
0,0,98400,0,0,441600,
0,0,98400,0,0,441600,
0,0,97800,0,0,442200,
0,0,97800,0,0,442200,
0,0,87000,0,0,453000,
0,0,87600,0,0,452400,
0,0,87600,0,0,452400,
0,0,87600,0,0,452400,
0,0,88200,0,0,451800,
0,0,81000,0,0,459000,
0,0,81000,0,0,459000,
0,0,80400,0,0,459600,
0,0,80400,0,0,459600,
0,0,89400,0,0,450600,
0,0,90000,0,0,450000,
0,0,82800,0,0,457200,
0,0,77400,0,0,462600,
0,0,66000,0,0,474000,
0,0,66000,0,0,474000,
0,0,67800,0,0,472200,
0,0,68400,0,0,471600,
0,0,68400,0,0,471600,
0,0,68400,0,0,471600,
0,0,69000,0,0,471000,
0,0,69000,0,0,471000,
0,0,69000,0,0,471000,
0,0,69600,0,0,470400,
0,0,69600,0,0,470400,
0,0,69600,0,0,470400,
0,0,72000,0,0,468000,
0,0,72000,0,0,468000,
0,0,79200,0,0,460800,
0,0,79800,0,0,460200,
0,0,79800,0,0,460200,
0,0,79800,0,0,460200,
0,0,80400,0,0,459600,
0,0,80400,0,0,459600,
0,0,80400,0,0,459600,
0,0,79800,0,0,460200,
0,0,79800,0,0,460200,
0,0,79800,0,0,460200,
0,0,79200,0,0,460800,
0,0,79200,0,0,460800,
0,0,77400,0,0,462600,
0,0,71400,0,0,468600,
0,0,71400,0,0,468600,
0,0,71400,0,0,468600,
0,0,72000,0,0,468000,
0,0,72000,0,0,468000,
0,0,72000,0,0,468000,
0,0,71400,0,0,468600,
0,0,71400,0,0,468600,
0,0,69600,0,0,470400,
0,0,70200,0,0,469800,
0,0,70200,0,0,469800,
0,0,70200,0,0,469800,
0,0,70800,0,0,469200,
0,0,70800,0,0,469200,
0,0,70800,0,0,469200,
0,0,73200,0,0,466800,
0,0,76800,0,0,463200,
0,0,76800,0,0,463200,
0,0,76200,0,0,463800,
0,0,76200,0,0,463800,
0,0,76200,0,0,463800,
0,0,76800,0,0,463200,
0,0,82200,0,0,457800,
0,0,85800,0,0,454200,
0,0,86400,0,0,453600,
0,0,86400,0,0,453600,
0,0,73800,0,0,466200,
0,0,73200,0,0,466800,
0,0,73200,0,0,466800,
0,0,71400,0,0,468600,
0,0,70800,0,0,469200,
0,0,70800,0,0,469200,
0,0,65400,0,0,474600,
0,0,64800,0,0,475200,
0,0,64800,0,0,475200,
0,0,72000,0,0,468000,
0,0,64200,0,0,475800,
0,0,67800,0,0,472200,
0,0,75000,0,0,465000,
0,0,67200,0,0,472800,
0,0,69000,0,0,471000,
0,0,69000,0,0,471000,
0,0,69600,0,0,470400,
0,0,69600,0,0,470400,
0,0,69600,0,0,470400,
0,0,63600,0,0,476400,
0,0,63600,0,0,476400,
0,0,63600,0,0,476400,
0,0,52200,0,0,487800,
0,0,43200,0,0,496800,
0,0,43200,0,0,496800,
0,0,42600,0,0,497400,
0,0,42600,0,0,497400,
0,0,42600,0,0,497400,
0,0,43200,0,0,496800,
0,0,43200,0,0,496800,
0,0,43200,0,0,496800,
0,0,42600,0,0,497400,
0,0,40800,0,0,499200,
0,0,31800,0,0,508200,
0,0,32400,0,0,507600,
0,0,32400,0,0,507600,
0,0,32400,0,0,507600,
0,0,38400,0,0,501600,
0,0,38400,0,0,501600,
0,0,47400,0,0,492600,
0,0,48000,0,0,492000,
0,0,40800,0,0,499200,
0,0,40800,0,0,499200,
0,0,40200,0,0,499800,
0,0,40200,0,0,499800,
0,0,40200,0,0,499800,
0,0,39600,0,0,500400,
0,0,39600,0,0,500400,
0,0,36000,0,0,504000,
0,0,42000,0,0,498000,
0,0,36600,0,0,503400,
0,0,36600,0,0,503400,
0,0,46200,0,0,493800,
0,0,46200,0,0,493800,
0,0,46200,0,0,493800,
0,0,45600,0,0,494400,
0,0,45600,0,0,494400,
0,0,34800,0,0,505200,
0,0,37200,0,0,502800,
0,0,46200,0,0,493800,
0,0,49800,0,0,490200,
0,0,43800,0,0,496200,
0,0,43800,0,0,496200,
0,0,49200,0,0,490800,
0,0,48600,0,0,491400,
0,0,52200,0,0,487800,
0,0,52200,0,0,487800,
0,0,51600,0,0,488400,
0,0,64200,0,0,475800,
0,0,64200,0,0,475800,
0,0,72000,0,0,468000,
0,0,73800,0,0,466200,
0,0,73800,0,0,466200,
0,0,73200,0,0,466800,
0,0,75000,0,0,465000,
0,0,71400,0,0,468600,
0,0,82800,0,0,457200,
0,0,81000,0,0,459000,
0,0,91800,0,0,448200,
0,0,91200,0,0,448800,
0,0,89400,0,0,450600,
0,0,89400,0,0,450600,
0,0,88800,0,0,451200,
0,0,88800,0,0,451200,
0,0,88800,0,0,451200,
0,0,89400,0,0,450600,
0,0,89400,0,0,450600,
0,0,89400,0,0,450600,
0,0,96900,0,0,443100,
0,0,100500,0,0,439500,
0,0,100500,0,0,439500,
0,0,101100,0,0,438900,
0,0,111900,0,0,428100,
0,0,119100,0,0,420900,
0,0,111300,0,0,428700,
0,0,100500,0,0,439500,
0,0,100500,0,0,439500,
0,0,110100,0,0,429900,
0,0,110100,0,0,429900,
0,0,110100,0,0,429900,
0,0,109500,0,0,430500,
0,0,109500,0,0,430500,
0,0,109500,0,0,430500,
0,0,108900,0,0,431100,
0,0,121500,0,0,418500,
0,0,126900,0,0,413100,
0,0,115500,0,0,424500,
0,0,115500,0,0,424500,
0,0,111900,0,0,428100,
0,0,105900,0,0,434100,
0,0,104100,0,0,435900,
0,0,105900,0,0,434100,
0,0,106500,0,0,433500,
0,0,115500,0,0,424500,
0,0,115500,0,0,424500,
0,0,115500,0,0,424500,
0,0,126300,0,0,413700,
0,0,126300,0,0,413700,
0,0,122100,0,0,417900,
0,0,122100,0,0,417900,
0,0,122100,0,0,417900,
0,0,124500,0,0,415500,
0,0,124500,0,0,415500,
0,0,133500,0,0,406500,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,133500,0,0,406500,
0,0,131700,0,0,408300,
0,0,131700,0,0,408300,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,133500,0,0,406500,
0,0,133500,0,0,406500,
0,0,133500,0,0,406500,
0,0,131100,0,0,408900,
0,0,131100,0,0,408900,
0,0,131100,0,0,408900,
0,0,130500,0,0,409500,
0,0,130500,0,0,409500,
0,0,130500,0,0,409500,
0,0,129900,0,0,410100,
0,0,129900,0,0,410100,
0,0,135300,0,0,404700,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,143100,0,0,396900,
0,0,142500,0,0,397500,
0,0,140700,0,0,399300,
0,0,140700,0,0,399300,
0,0,140100,0,0,399900,
0,0,140100,0,0,399900,
0,0,140100,0,0,399900,
0,0,139500,0,0,400500,
0,0,148500,0,0,391500,
0,0,148500,0,0,391500,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,145500,0,0,394500,
0,0,145500,0,0,394500,
0,0,146100,0,0,393900,
0,0,147900,0,0,392100,
0,0,144300,0,0,395700,
0,0,143700,0,0,396300,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,140100,0,0,399900,
0,0,136500,0,0,403500,
0,0,136500,0,0,403500,
0,0,130500,0,0,409500,
0,0,119700,0,0,420300,
0,0,119700,0,0,420300,
0,0,129300,0,0,410700,
0,0,129300,0,0,410700,
0,0,129300,0,0,410700,
0,0,128700,0,0,411300,
0,0,128700,0,0,411300,
0,0,128700,0,0,411300,
0,0,138300,0,0,401700,
0,0,138300,0,0,401700,
0,0,138300,0,0,401700,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,150300,0,0,389700,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,149100,0,0,390900,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,138300,0,0,401700,
0,0,138300,0,0,401700,
0,0,138300,0,0,401700,
0,0,137700,0,0,402300,
0,0,137700,0,0,402300,
0,0,139500,0,0,400500,
0,0,138900,0,0,401100,
0,0,131700,0,0,408300,
0,0,137100,0,0,402900,
0,0,136500,0,0,403500,
0,0,136500,0,0,403500,
0,0,143700,0,0,396300,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,141300,0,0,398700,
0,0,152700,0,0,387300,
0,0,152700,0,0,387300,
0,0,152700,0,0,387300,
0,0,152100,0,0,387900,
0,0,152100,0,0,387900,
0,0,152100,0,0,387900,
0,0,152100,0,0,387900,
0,0,152100,0,0,387900,
0,0,152100,0,0,387900,
0,0,147900,0,0,392100,
0,0,147900,0,0,392100,
0,0,144300,0,0,395700,
0,0,136500,0,0,403500,
0,0,136500,0,0,403500,
0,0,136500,0,0,403500,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,135300,0,0,404700,
0,0,124500,0,0,415500,
0,0,124500,0,0,415500,
0,0,128700,0,0,411300,
0,0,128700,0,0,411300,
0,0,128700,0,0,411300,
0,0,129300,0,0,410700,
0,0,129300,0,0,410700,
0,0,129300,0,0,410700,
0,0,129900,0,0,410100,
0,0,138900,0,0,401100,
0,0,138900,0,0,401100,
0,0,139500,0,0,400500,
0,0,139500,0,0,400500,
0,0,139500,0,0,400500,
0,0,140100,0,0,399900,
0,0,143700,0,0,396300,
0,0,141900,0,0,398100,
0,0,153300,0,0,386700,
0,0,153300,0,0,386700,
0,0,153300,0,0,386700,
0,0,152700,0,0,387300,
0,0,152700,0,0,387300,
0,0,163500,0,0,376500,
0,0,164100,0,0,375900,
0,0,165900,0,0,374100,
0,0,165900,0,0,374100,
0,0,171900,0,0,368100,
0,0,168300,0,0,371700,
0,0,168300,0,0,371700,
0,0,162300,0,0,377700,
0,0,160500,0,0,379500,
0,0,160500,0,0,379500,
0,0,159900,0,0,380100,
0,0,159900,0,0,380100,
0,0,159900,0,0,380100,
0,0,160500,0,0,379500,
0,0,160500,0,0,379500,
0,0,155100,0,0,384900,
0,0,149100,0,0,390900,
0,0,158100,0,0,381900,
0,0,158100,0,0,381900,
0,0,164100,0,0,375900,
0,0,164100,0,0,375900,
0,0,164100,0,0,375900,
0,0,163500,0,0,376500,
0,0,163500,0,0,376500,
0,0,163500,0,0,376500,
0,0,162900,0,0,377100,
0,0,164700,0,0,375300,
0,0,168300,0,0,371700,
0,0,174300,0,0,365700,
0,0,174300,0,0,365700,
0,0,174300,0,0,365700,
0,0,176700,0,0,363300,
0,0,173100,0,0,366900,
0,0,173100,0,0,366900,
0,0,167100,0,0,372900,
0,0,167100,0,0,372900,
0,0,167100,0,0,372900,
0,0,157500,0,0,382500,
0,0,150300,0,0,389700,
0,0,150300,0,0,389700,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,149700,0,0,390300,
0,0,150300,0,0,389700,
0,0,148500,0,0,391500,
0,0,148500,0,0,391500,
0,0,147900,0,0,392100,
0,0,147900,0,0,392100,
0,0,147900,0,0,392100,
0,0,143700,0,0,396300,
0,0,143700,0,0,396300,
0,0,152700,0,0,387300,
0,0,146700,0,0,393300,
0,0,146700,0,0,393300,
0,0,148500,0,0,391500,
0,0,137100,0,0,402900,
0,0,135300,0,0,404700,
0,0,135300,0,0,404700,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,135900,0,0,404100,
0,0,141900,0,0,398100,
0,0,141900,0,0,398100,
0,0,154500,0,0,385500,
0,0,155100,0,0,384900,
0,0,155100,0,0,384900,
0,0,155100,0,0,384900,
0,0,166500,0,0,373500,
0,0,173700,0,0,366300,
0,0,173700,0,0,366300,
0,0,164100,0,0,375900,
0,0,158700,0,0,381300,
0,0,158700,0,0,381300,
0,0,164700,0,0,375300,
0,0,164700,0,0,375300,
0,0,164700,0,0,375300,
0,0,164100,0,0,375900,
0,0,164100,0,0,375900,
0,0,169500,0,0,370500,
0,0,169500,0,0,370500,
0,0,176700,0,0,363300,
0,0,183900,0,0,356100,
0,0,183300,0,0,356700,
0,0,183300,0,0,356700,
0,0,183300,0,0,356700,
0,0,182700,0,0,357300,
0,0,180900,0,0,359100,
0,0,177300,0,0,362700,
0,0,174900,0,0,365100,
0,0,174900,0,0,365100,
0,0,169500,0,0,370500,
0,0,163500,0,0,376500,
0,0,172500,0,0,367500,
0,0,172500,0,0,367500,
0,0,172500,0,0,367500,
0,0,183300,0,0,356700,
0,0,190500,0,0,349500,
0,0,191100,0,0,348900,
0,0,191100,0,0,348900,
0,0,191100,0,0,348900,
0,0,190500,0,0,349500,
0,0,183300,0,0,356700,
0,0,183300,0,0,356700,
0,0,185700,0,0,354300,
0,0,185700,0,0,354300,
0,0,174900,0,0,365100,
0,0,182700,0,0,357300,
0,0,182700,0,0,357300,
0,0,182700,0,0,357300,
0,0,183300,0,0,356700,
0,0,188700,0,0,351300,
0,0,188700,0,0,351300,
0,0,188100,0,0,351900,
0,0,188100,0,0,351900,
0,0,180900,0,0,359100,
0,0,186900,0,0,353100,
0,0,190500,0,0,349500,
0,0,190500,0,0,349500,
0,0,196200,0,0,343800,
0,0,196200,0,0,343800,
0,0,196200,0,0,343800,
0,0,188400,0,0,351600,
0,0,188400,0,0,351600,
0,0,188400,0,0,351600,
0,0,189000,0,0,351000,
0,0,189000,0,0,351000,
0,0,189000,0,0,351000,
0,0,177900,0,0,362100,
0,0,183300,0,0,356700,
0,0,183300,0,0,356700,
0,0,187500,0,0,352500,
0,0,191100,0,0,348900,
0,0,191100,0,0,348900,
0,0,198900,0,0,341100,
0,0,198900,0,0,341100,
0,0,198900,0,0,341100,
0,0,192900,0,0,347100,
0,0,189300,0,0,350700,
0,0,189300,0,0,350700,
0,0,195300,0,0,344700,
0,0,195300,0,0,344700,
0,0,195300,0,0,344700,
0,0,204900,0,0,335100,
0,0,204900,0,0,335100,
0,0,204900,0,0,335100,
0,0,204300,0,0,335700,
0,0,209700,0,0,330300,
0,0,209700,0,0,330300,
0,0,212100,0,0,327900,
0,0,213900,0,0,326100,
0,0,204900,0,0,335100,
0,0,212700,0,0,327300,
0,0,212700,0,0,327300,
0,0,212700,0,0,327300,
0,0,208500,0,0,331500,
0,0,208500,0,0,331500,
0,0,208500,0,0,331500,
0,0,209100,0,0,330900,
0,0,209100,0,0,330900,
0,0,219900,0,0,320100,
0,0,219300,0,0,320700,
0,0,219300,0,0,320700,
0,0,219300,0,0,320700,
0,0,218700,0,0,321300,
0,0,218700,0,0,321300,
0,0,218700,0,0,321300,
0,0,222900,0,0,317100,
0,0,219300,0,0,320700,
0,0,212100,0,0,327900,
0,0,211500,0,0,328500,
0,0,216900,0,0,323100,
0,0,216900,0,0,323100,
0,0,222900,0,0,317100,
0,0,222900,0,0,317100,
0,0,222900,0,0,317100,
0,0,222300,0,0,317700,
0,0,227700,0,0,312300,
0,0,236700,0,0,303300,
0,0,236100,0,0,303900,
0,0,236100,0,0,303900,
0,0,236100,0,0,303900,
0,0,236700,0,0,303300,
0,0,236700,0,0,303300,
0,0,245700,0,0,294300,
0,0,245700,0,0,294300,
0,0,233100,0,0,306900,
0,0,234900,0,0,305100,
0,0,234300,0,0,305700,
0,0,225300,0,0,314700,
0,0,225300,0,0,314700,
0,0,225900,0,0,314100,
0,0,225900,0,0,314100,
0,0,218700,0,0,321300,
0,0,218700,0,0,321300,
0,0,218700,0,0,321300,
0,0,218700,0,0,321300,
0,0,209100,0,0,330900,
0,0,209100,0,0,330900,
0,0,216300,0,0,323700,
0,0,220500,0,0,319500,
0,0,220500,0,0,319500,
0,0,218700,0,0,321300,
0,0,230100,0,0,309900,
0,0,230100,0,0,309900,
0,0,230100,0,0,309900,
0,0,229500,0,0,310500,
0,0,229500,0,0,310500,
0,0,229500,0,0,310500,
0,0,230100,0,0,309900,
0,0,230100,0,0,309900,
0,0,219300,0,0,320700,
0,0,225300,0,0,314700,
0,0,225300,0,0,314700,
0,0,225300,0,0,314700,
0,0,221100,0,0,318900,
0,0,212100,0,0,327900,
0,0,212100,0,0,327900,
0,0,206100,0,0,333900,
0,0,211500,0,0,328500,
0,0,211500,0,0,328500,
0,0,212100,0,0,327900,
0,0,212100,0,0,327900,
0,0,212100,0,0,327900,
0,0,204300,0,0,335700,
0,0,204300,0,0,335700,
0,0,211500,0,0,328500,
0,0,217500,0,0,322500,
0,0,226500,0,0,313500,
0,0,226500,0,0,313500,
0,0,227100,0,0,312900,
0,0,228900,0,0,311100,
0,0,228900,0,0,311100,
0,0,221100,0,0,318900,
0,0,215700,0,0,324300,
0,0,212100,0,0,327900,
0,0,212100,0,0,327900,
0,0,204900,0,0,335100,
0,0,204900,0,0,335100,
0,0,202500,0,0,337500,
0,0,202500,0,0,337500,
0,0,202500,0,0,337500,
0,0,206700,0,0,333300,
0,0,206700,0,0,333300,
0,0,206700,0,0,333300,
0,0,216300,0,0,323700,
0,0,216300,0,0,323700,
0,0,216300,0,0,323700,
0,0,215700,0,0,324300,
0,0,215700,0,0,324300,
0,0,226500,0,0,313500,
0,0,224100,0,0,315900,
0,0,224100,0,0,315900,
0,0,224100,0,0,315900,
0,0,224700,0,0,315300,
0,0,224700,0,0,315300,
0,0,224700,0,0,315300,
0,0,230700,0,0,309300,
0,0,232500,0,0,307500,
0,0,225300,0,0,314700,
0,0,224700,0,0,315300,
0,0,224700,0,0,315300,
0,0,224700,0,0,315300,
0,0,225300,0,0,314700,
0,0,225300,0,0,314700,
0,0,225300,0,0,314700,
0,0,234900,0,0,305100,
0,0,234900,0,0,305100,
0,0,234900,0,0,305100,
0,0,240900,0,0,299100,
0,0,240900,0,0,299100,
0,0,240900,0,0,299100,
0,0,234900,0,0,305100,
0,0,234900,0,0,305100,
0,0,234900,0,0,305100,
0,0,228900,0,0,311100,
0,0,228900,0,0,311100,
0,0,228900,0,0,311100,
0,0,229500,0,0,310500,
0,0,229500,0,0,310500,
0,0,229500,0,0,310500,
0,0,230100,0,0,309900,
0,0,230100,0,0,309900,
0,0,230100,0,0,309900,
0,0,230700,0,0,309300,
0,0,230700,0,0,309300,
0,0,219900,0,0,320100,
0,0,224100,0,0,315900,
0,0,225900,0,0,314100,
0,0,225900,0,0,314100,
0,0,226500,0,0,313500,
0,0,222900,0,0,317100,
0,0,222900,0,0,317100,
0,0,226800,0,0,313200,
0,0,226800,0,0,313200,
0,0,226800,0,0,313200,
0,0,236400,0,0,303600,
0,0,236400,0,0,303600,
0,0,236400,0,0,303600,
0,0,235800,0,0,304200,
0,0,235800,0,0,304200,
0,0,235800,0,0,304200,
0,0,235200,0,0,304800,
0,0,235200,0,0,304800,
0,0,237000,0,0,303000,
0,0,237600,0,0,302400,
0,0,237600,0,0,302400,
0,0,237600,0,0,302400,
0,0,241800,0,0,298200,
0,0,241800,0,0,298200,
0,0,241800,0,0,298200,
0,0,242400,0,0,297600,
0,0,242400,0,0,297600,
0,0,242400,0,0,297600,
0,0,241800,0,0,298200,
0,0,241800,0,0,298200,
0,0,241800,0,0,298200,
0,0,241200,0,0,298800,
0,0,241200,0,0,298800,
0,0,244800,0,0,295200,
0,0,238800,0,0,301200,
0,0,238800,0,0,301200,
0,0,238800,0,0,301200,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,232200,0,0,307800,
0,0,232200,0,0,307800,
0,0,230400,0,0,309600,
0,0,231000,0,0,309000,
0,0,231000,0,0,309000,
0,0,231000,0,0,309000,
0,0,230400,0,0,309600,
0,0,230400,0,0,309600,
0,0,230400,0,0,309600,
0,0,231000,0,0,309000,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,231000,0,0,309000,
0,0,230400,0,0,309600,
0,0,230400,0,0,309600,
0,0,230400,0,0,309600,
0,0,229800,0,0,310200,
0,0,229800,0,0,310200,
0,0,233400,0,0,306600,
0,0,232800,0,0,307200,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,244200,0,0,295800,
0,0,244200,0,0,295800,
0,0,255000,0,0,285000,
0,0,254400,0,0,285600,
0,0,245400,0,0,294600,
0,0,245400,0,0,294600,
0,0,255000,0,0,285000,
0,0,255000,0,0,285000,
0,0,262200,0,0,277800,
0,0,261600,0,0,278400,
0,0,258000,0,0,282000,
0,0,256200,0,0,283800,
0,0,255600,0,0,284400,
0,0,255600,0,0,284400,
0,0,255600,0,0,284400,
0,0,256200,0,0,283800,
0,0,256200,0,0,283800,
0,0,256200,0,0,283800,
0,0,258600,0,0,281400,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,275400,0,0,264600,
0,0,275400,0,0,264600,
0,0,275400,0,0,264600,
0,0,267600,0,0,272400,
0,0,267600,0,0,272400,
0,0,273000,0,0,267000,
0,0,284100,0,0,255900,
0,0,284100,0,0,255900,
0,0,284100,0,0,255900,
0,0,283500,0,0,256500,
0,0,283500,0,0,256500,
0,0,283500,0,0,256500,
0,0,294900,0,0,245100,
0,0,298500,0,0,241500,
0,0,298500,0,0,241500,
0,0,294300,0,0,245700,
0,0,294300,0,0,245700,
0,0,297900,0,0,242100,
0,0,298500,0,0,241500,
0,0,291300,0,0,248700,
0,0,291300,0,0,248700,
0,0,291900,0,0,248100,
0,0,297300,0,0,242700,
0,0,302700,0,0,237300,
0,0,302100,0,0,237900,
0,0,302100,0,0,237900,
0,0,302100,0,0,237900,
0,0,301500,0,0,238500,
0,0,301500,0,0,238500,
0,0,301500,0,0,238500,
0,0,293700,0,0,246300,
0,0,293700,0,0,246300,
0,0,297300,0,0,242700,
0,0,297900,0,0,242100,
0,0,297900,0,0,242100,
0,0,297900,0,0,242100,
0,0,293700,0,0,246300,
0,0,291900,0,0,248100,
0,0,291900,0,0,248100,
0,0,292500,0,0,247500,
