EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,
50250,194700,0,295050,0,0,
50250,194700,0,295050,0,0,
59850,194700,0,285450,0,0,
61650,192900,0,285450,0,0,
61650,192900,0,285450,0,0,
61350,193200,0,285450,0,0,
61350,189000,0,289650,0,0,
61350,189000,0,289650,0,0,
61650,189000,0,289350,0,0,
61650,189000,0,289350,0,0,
61650,189000,0,289350,0,0,
53850,196800,0,289350,0,0,
53850,185400,0,300750,0,0,
53850,185400,0,300750,0,0,
54150,185400,0,300450,0,0,
52350,185400,0,302250,0,0,
52350,185400,0,302250,0,0,
52050,188100,0,299850,0,0,
52050,188700,0,299250,0,0,
53850,188700,0,297450,0,0,
54150,188700,0,297150,0,0,
54150,188700,0,297150,0,0,
54150,188700,0,297150,0,0,
65550,177300,0,297150,0,0,
59550,183900,0,296550,0,0,
59550,183900,0,296550,0,0,
59850,183900,0,296250,0,0,
59850,183900,0,296250,0,0,
59850,183900,0,296250,0,0,
65850,177900,0,296250,0,0,
65850,177600,0,296550,0,0,
65850,183000,0,291150,0,0,
73650,183000,0,283350,0,0,
75450,183000,0,281550,0,0,
75450,184800,0,279750,0,0,
75150,185100,0,279750,0,0,
83550,180900,0,275550,0,0,
83550,180900,0,275550,0,0,
83850,180900,0,275250,0,0,
83850,180900,0,275250,0,0,
78450,180900,0,280650,0,0,
78150,181200,0,280650,0,0,
78150,181800,0,280050,0,0,
78150,171000,0,290850,0,0,
78450,171000,0,290550,0,0,
78450,171000,0,290550,0,0,
78450,171000,0,290550,0,0,
74250,175200,0,290550,0,0,
74250,167400,0,298350,0,0,
74250,167400,0,298350,0,0,
73650,168300,0,298050,0,0,
68250,173700,0,298050,0,0,
68250,173700,0,298050,0,0,
58650,183300,0,298050,0,0,
59550,183000,0,297450,0,0,
59550,183000,0,297450,0,0,
58950,189600,0,291450,0,0,
58950,189600,0,291450,0,0,
58950,189600,0,291450,0,0,
49350,199200,0,291450,0,0,
49350,198900,0,291750,0,0,
49350,198900,0,291750,0,0,
48750,200100,0,291150,0,0,
37950,200100,0,301950,0,0,
37950,200100,0,301950,0,0,
37650,200400,0,301950,0,0,
37650,201000,0,301350,0,0,
41250,197400,0,301350,0,0,
40650,191400,0,307950,0,0,
49650,182400,0,307950,0,0,
49650,189600,0,300750,0,0,
49350,195900,0,294750,0,0,
49350,195600,0,295050,0,0,
52950,195600,0,291450,0,0,
52350,195600,0,292050,0,0,
59550,195600,0,284850,0,0,
59550,204600,0,275850,0,0,
59250,204900,0,275850,0,0,
60150,204600,0,275250,0,0,
60150,204600,0,275250,0,0,
59550,195000,0,285450,0,0,
59550,195000,0,285450,0,0,
59550,195000,0,285450,0,0,
59250,195300,0,285450,0,0,
59250,195900,0,284850,0,0,
59250,195900,0,284850,0,0,
67050,195900,0,277050,0,0,
67050,195900,0,277050,0,0,
77850,190500,0,271650,0,0,
89250,179100,0,271650,0,0,
89250,178800,0,271950,0,0,
89250,178800,0,271950,0,0,
79650,178800,0,281550,0,0,
74250,178800,0,286950,0,0,
76950,183300,0,279750,0,0,
76650,183600,0,279750,0,0,
76650,183300,0,280050,0,0,
71250,183300,0,285450,0,0,
70650,184200,0,285150,0,0,
68850,184200,0,286950,0,0,
68850,184200,0,286950,0,0,
68550,184500,0,286950,0,0,
68550,183900,0,287550,0,0,
68550,183900,0,287550,0,0,
67950,183900,0,288150,0,0,
67950,183900,0,288150,0,0,
67950,183900,0,288150,0,0,
61950,183300,0,294750,0,0,
61950,194700,0,283350,0,0,
61950,194700,0,283350,0,0,
57750,194700,0,287550,0,0,
61350,192900,0,285750,0,0,
61350,192900,0,285750,0,0,
61050,193200,0,285750,0,0,
61050,193200,0,285750,0,0,
59250,195000,0,285750,0,0,
59550,195000,0,285450,0,0,
59550,195000,0,285450,0,0,
48750,195000,0,296250,0,0,
49350,194400,0,296250,0,0,
49350,194100,0,296550,0,0,
49350,199500,0,291150,0,0,
53550,199500,0,286950,0,0,
53550,199500,0,286950,0,0,
53550,194100,0,292350,0,0,
54150,193500,0,292350,0,0,
54150,187500,0,298350,0,0,
54150,185700,0,300150,0,0,
54450,185700,0,299850,0,0,
54450,185700,0,299850,0,0,
54450,185700,0,299850,0,0,
54150,192000,0,293850,0,0,
54150,191400,0,294450,0,0,
39750,191400,0,308850,0,0,
35550,191400,0,313050,0,0,
35550,191400,0,313050,0,0,
39150,187800,0,313050,0,0,
38850,188100,0,313050,0,0,
38850,187800,0,313350,0,0,
38850,187800,0,313350,0,0,
31050,187800,0,321150,0,0,
31050,187800,0,321150,0,0,
31050,187800,0,321150,0,0,
35250,183600,0,321150,0,0,
35250,184200,0,320550,0,0,
35250,184200,0,320550,0,0,
35550,184200,0,320250,0,0,
35550,184200,0,320250,0,0,
35550,182400,0,322050,0,0,
35250,186900,0,317850,0,0,
35250,186600,0,318150,0,0,
38850,183000,0,318150,0,0,
39150,183000,0,317850,0,0,
39150,181200,0,319650,0,0,
39150,181200,0,319650,0,0,
39750,180600,0,319650,0,0,
39750,174600,0,325650,0,0,
39750,162000,0,338250,0,0,
40050,162000,0,337950,0,0,
45450,162000,0,332550,0,0,
45450,162000,0,332550,0,0,
45150,162300,0,332550,0,0,
45150,162900,0,331950,0,0,
45150,162900,0,331950,0,0,
49350,162900,0,327750,0,0,
49350,162900,0,327750,0,0,
49350,168300,0,322350,0,0,
49050,168600,0,322350,0,0,
36450,168300,0,335250,0,0,
43650,168300,0,328050,0,0,
37650,174600,0,327750,0,0,
37650,174600,0,327750,0,0,
37650,174600,0,327750,0,0,
38250,174000,0,327750,0,0,
38250,173700,0,328050,0,0,
50850,166500,0,322650,0,0,
50250,166500,0,323250,0,0,
50250,171900,0,317850,0,0,
50250,171900,0,317850,0,0,
50850,171300,0,317850,0,0,
50850,173700,0,315450,0,0,
58050,173700,0,308250,0,0,
65850,173700,0,300450,0,0,
74850,173700,0,291450,0,0,
74850,173700,0,291450,0,0,
74250,174300,0,291450,0,0,
64650,193500,0,281850,0,0,
64650,193500,0,281850,0,0,
64050,193500,0,282450,0,0,
64050,191700,0,284250,0,0,
64050,191700,0,284250,0,0,
63750,192600,0,283650,0,0,
63750,193200,0,283050,0,0,
63750,193200,0,283050,0,0,
64050,193200,0,282750,0,0,
76650,193200,0,270150,0,0,
76650,184200,0,279150,0,0,
76350,195900,0,267750,0,0,
76350,195300,0,268350,0,0,
76350,195300,0,268350,0,0,
70350,195300,0,274350,0,0,
70350,195300,0,274350,0,0,
70350,197100,0,272550,0,0,
70050,197400,0,272550,0,0,
70050,198000,0,271950,0,0,
62850,190800,0,286350,0,0,
63150,190800,0,286050,0,0,
63150,189000,0,287850,0,0,
63150,201600,0,275250,0,0,
62850,201900,0,275250,0,0,
62850,197700,0,279450,0,0,
62850,197700,0,279450,0,0,
62250,197700,0,280050,0,0,
67650,194100,0,278250,0,0,
67650,194100,0,278250,0,0,
67050,191700,0,281250,0,0,
67050,191400,0,281550,0,0,
67050,191400,0,281550,0,0,
61050,191400,0,287550,0,0,
61050,191400,0,287550,0,0,
59250,191400,0,289350,0,0,
67050,183600,0,289350,0,0,
67050,179400,0,293550,0,0,
67050,179400,0,293550,0,0,
67350,179400,0,293250,0,0,
67350,179400,0,293250,0,0,
67350,179400,0,293250,0,0,
67950,178800,0,293250,0,0,
67950,178500,0,293550,0,0,
75150,178500,0,286350,0,0,
74550,178500,0,286950,0,0,
74550,178500,0,286950,0,0,
70950,182100,0,286950,0,0,
66750,186300,0,286950,0,0,
66750,192300,0,280950,0,0,
66750,192300,0,280950,0,0,
66150,192300,0,281550,0,0,
51750,192300,0,295950,0,0,
66150,190500,0,283350,0,0,
65850,190800,0,283350,0,0,
66750,190500,0,282750,0,0,
66750,190500,0,282750,0,0,
57150,200400,0,282450,0,0,
57150,200400,0,282450,0,0,
46350,211200,0,282450,0,0,
46050,211500,0,282450,0,0,
46050,211200,0,282750,0,0,
51450,205800,0,282750,0,0,
51750,205800,0,282450,0,0,
62550,205800,0,271650,0,0,
62550,205800,0,271650,0,0,
61950,214200,0,263850,0,0,
61950,213900,0,264150,0,0,
69150,206700,0,264150,0,0,
69450,206700,0,263850,0,0,
80250,206700,0,253050,0,0,
80250,206700,0,253050,0,0,
79650,211500,0,248850,0,0,
79650,211200,0,249150,0,0,
72450,218400,0,249150,0,0,
71850,218400,0,249750,0,0,
71850,218400,0,249750,0,0,
68250,222000,0,249750,0,0,
67950,219600,0,252450,0,0,
67350,219300,0,253350,0,0,
67350,219300,0,253350,0,0,
66750,207900,0,265350,0,0,
72150,207900,0,259950,0,0,
72150,207900,0,259950,0,0,
71850,208200,0,259950,0,0,
71850,207900,0,260250,0,0,
71850,207900,0,260250,0,0,
73050,207300,0,259650,0,0,
73050,207300,0,259650,0,0,
73050,207300,0,259650,0,0,
72750,207600,0,259650,0,0,
73950,207000,0,259050,0,0,
73950,207000,0,259050,0,0,
73350,207900,0,258750,0,0,
73350,207900,0,258750,0,0,
73350,218700,0,247950,0,0,
88350,218100,0,233550,0,0,
88350,212100,0,239550,0,0,
88350,212100,0,239550,0,0,
87750,213000,0,239250,0,0,
87750,213000,0,239250,0,0,
94950,213000,0,232050,0,0,
94650,213300,0,232050,0,0,
94650,201900,0,243450,0,0,
94650,210900,0,234450,0,0,
100650,210900,0,228450,0,0,
100650,210900,0,228450,0,0,
107850,201900,0,230250,0,0,
107250,195900,0,236850,0,0,
107250,196500,0,236250,0,0,
107250,196500,0,236250,0,0,
106650,194100,0,239250,0,0,
106650,194100,0,239250,0,0,
106650,194100,0,239250,0,0,
106350,194400,0,239250,0,0,
106350,193800,0,239850,0,0,
106350,199200,0,234450,0,0,
106650,199200,0,234150,0,0,
97650,199200,0,243150,0,0,
103050,193800,0,243150,0,0,
102750,194100,0,243150,0,0,
110850,193800,0,235350,0,0,
105450,199200,0,235350,0,0,
104850,199200,0,235950,0,0,
113850,199200,0,226950,0,0,
113850,202800,0,223350,0,0,
113550,203700,0,222750,0,0,
107550,203400,0,229050,0,0,
107550,203400,0,229050,0,0,
106950,204300,0,228750,0,0,
108750,202500,0,228750,0,0,
103350,202500,0,234150,0,0,
103050,212400,0,224550,0,0,
103050,212100,0,224850,0,0,
103050,212100,0,224850,0,0,
97050,212100,0,230850,0,0,
95250,210300,0,234450,0,0,
104250,210300,0,225450,0,0,
103950,210600,0,225450,0,0,
103950,204600,0,231450,0,0,
103950,204600,0,231450,0,0,
104550,204600,0,230850,0,0,
102750,208200,0,229050,0,0,
102750,208200,0,229050,0,0,
108750,202200,0,229050,0,0,
108750,210000,0,221250,0,0,
108750,210000,0,221250,0,0,
109050,210000,0,220950,0,0,
109050,206400,0,224550,0,0,
109050,206400,0,224550,0,0,
108750,206700,0,224550,0,0,
108750,207300,0,223950,0,0,
101550,200100,0,238350,0,0,
101850,200100,0,238050,0,0,
101850,200100,0,238050,0,0,
110850,200100,0,229050,0,0,
121050,199500,0,219450,0,0,
121050,199200,0,219750,0,0,
121050,206400,0,212550,0,0,
121350,206400,0,212250,0,0,
121350,206400,0,212250,0,0,
128550,206400,0,205050,0,0,
127950,207000,0,205050,0,0,
127950,201000,0,211050,0,0,
127950,201000,0,211050,0,0,
120150,201000,0,218850,0,0,
120150,201000,0,218850,0,0,
120150,201000,0,218850,0,0,
127950,193200,0,218850,0,0,
127950,192600,0,219450,0,0,
127950,192600,0,219450,0,0,
128250,192600,0,219150,0,0,
128250,192600,0,219150,0,0,
128250,205200,0,206550,0,0,
127650,201000,0,211350,0,0,
127050,200700,0,212250,0,0,
127050,209700,0,203250,0,0,
124650,209700,0,205650,0,0,
133650,209700,0,196650,0,0,
124650,202500,0,212850,0,0,
124350,202800,0,212850,0,0,
124350,210600,0,205050,0,0,
124350,198000,0,217650,0,0,
124650,198000,0,217350,0,0,
131850,190800,0,217350,0,0,
131850,190800,0,217350,0,0,
131850,190800,0,217350,0,0,
131850,179400,0,228750,0,0,
131850,181200,0,226950,0,0,
132750,180600,0,226650,0,0,
139950,180600,0,219450,0,0,
139950,180600,0,219450,0,0,
139650,180900,0,219450,0,0,
140850,180300,0,218850,0,0,
140850,180300,0,218850,0,0,
140250,168900,0,230850,0,0,
140250,168900,0,230850,0,0,
143850,168900,0,227250,0,0,
144450,168300,0,227250,0,0,
144450,167700,0,227850,0,0,
144450,167700,0,227850,0,0,
143850,167700,0,228450,0,0,
143850,167700,0,228450,0,0,
143850,167700,0,228450,0,0,
143550,168000,0,228450,0,0,
143550,175800,0,220650,0,0,
143550,175800,0,220650,0,0,
142950,175800,0,221250,0,0,
130350,163200,0,246450,0,0,
130350,163200,0,246450,0,0,
131550,162600,0,245850,0,0,
131550,162300,0,246150,0,0,
131550,158700,0,249750,0,0,
131850,158700,0,249450,0,0,
131850,158700,0,249450,0,0,
130050,160500,0,249450,0,0,
132450,158100,0,249450,0,0,
132450,153900,0,253650,0,0,
132450,153900,0,253650,0,0,
143850,153900,0,242250,0,0,
134850,153900,0,251250,0,0,
134850,153900,0,251250,0,0,
134550,154200,0,251250,0,0,
137250,153900,0,248850,0,0,
137250,153900,0,248850,0,0,
137550,153900,0,248550,0,0,
137550,153900,0,248550,0,0,
137550,153900,0,248550,0,0,
136950,164100,0,238950,0,0,
136950,163800,0,239250,0,0,
124350,154800,0,260850,0,0,
123750,154800,0,261450,0,0,
123750,154800,0,261450,0,0,
123750,154800,0,261450,0,0,
112350,166200,0,261450,0,0,
106350,165900,0,267750,0,0,
102750,169500,0,267750,0,0,
110250,169500,0,260250,0,0,
104850,169500,0,265650,0,0,
104850,169500,0,265650,0,0,
104550,169800,0,265650,0,0,
104550,174000,0,261450,0,0,
104550,174000,0,261450,0,0,
104850,174000,0,261150,0,0,
108450,174000,0,257550,0,0,
108450,174000,0,257550,0,0,
98850,183600,0,257550,0,0,
99750,183300,0,256950,0,0,
99750,183300,0,256950,0,0,
100050,183300,0,256650,0,0,
100050,183300,0,256650,0,0,
107250,183300,0,249450,0,0,
106950,183600,0,249450,0,0,
107850,183300,0,248850,0,0,
107850,183300,0,248850,0,0,
108150,183300,0,248550,0,0,
115350,176100,0,248550,0,0,
113550,176100,0,250350,0,0,
114750,175500,0,249750,0,0,
115950,174900,0,249150,0,0,
115950,174900,0,249150,0,0,
116100,175050,0,248850,0,0,
116100,175050,0,248850,0,0,
116100,175050,0,248850,0,0,
115800,175350,0,248850,0,0,
126000,165750,0,248250,0,0,
127800,165750,0,246450,0,0,
121800,165750,0,252450,0,0,
123600,163950,0,252450,0,0,
123600,163950,0,252450,0,0,
123300,164250,0,252450,0,0,
122700,163950,0,253350,0,0,
122700,156750,0,260550,0,0,
123000,156750,0,260250,0,0,
117600,162150,0,260250,0,0,
112200,180150,0,247650,0,0,
111900,180450,0,247650,0,0,
111900,180150,0,247950,0,0,
111900,180150,0,247950,0,0,
112200,180150,0,247650,0,0,
112200,180150,0,247650,0,0,
112200,180150,0,247650,0,0,
106200,186150,0,247650,0,0,
105600,185550,0,248850,0,0,
105600,185550,0,248850,0,0,
103200,188250,0,248550,0,0,
105000,188250,0,246750,0,0,
105000,188250,0,246750,0,0,
109800,187650,0,242550,0,0,
98400,199650,0,241950,0,0,
112800,190650,0,236550,0,0,
113100,190650,0,236250,0,0,
113100,190650,0,236250,0,0,
118500,190650,0,230850,0,0,
118200,190950,0,230850,0,0,
118200,191550,0,230250,0,0,
121800,191550,0,226650,0,0,
121200,191550,0,227250,0,0,
121200,193350,0,225450,0,0,
121200,187950,0,230850,0,0,
133200,176550,0,230250,0,0,
134100,176250,0,229650,0,0,
134100,167250,0,238650,0,0,
128100,167250,0,244650,0,0,
129900,165450,0,244650,0,0,
135300,165450,0,239250,0,0,
135900,164850,0,239250,0,0,
136800,164550,0,238650,0,0,
126000,164550,0,249450,0,0,
126300,164550,0,249150,0,0,
124500,166350,0,249150,0,0,
128100,162750,0,249150,0,0,
128700,162150,0,249150,0,0,
128700,162750,0,248550,0,0,
128700,162750,0,248550,0,0,
136500,162750,0,240750,0,0,
140100,160950,0,238950,0,0,
140100,160950,0,238950,0,0,
139800,161250,0,238950,0,0,
139800,160950,0,239250,0,0,
139800,160950,0,239250,0,0,
133800,160950,0,245250,0,0,
137400,160950,0,241650,0,0,
137400,160950,0,241650,0,0,
145200,153150,0,241650,0,0,
145200,147150,0,247650,0,0,
143400,148950,0,247650,0,0,
149400,148950,0,241650,0,0,
153000,148950,0,238050,0,0,
153000,148950,0,238050,0,0,
162300,139650,0,238050,0,0,
170700,139050,0,230250,0,0,
170700,139050,0,230250,0,0,
173400,136650,0,229950,0,0,
173400,138450,0,228150,0,0,
171600,140250,0,228150,0,0,
171300,136050,0,232650,0,0,
171300,130050,0,238650,0,0,
176700,124650,0,238650,0,0,
182700,124650,0,232650,0,0,
182700,124650,0,232650,0,0,
182700,124650,0,232650,0,0,
174900,132450,0,232650,0,0,
174900,133050,0,232050,0,0,
174900,133050,0,232050,0,0,
167100,133050,0,239850,0,0,
163500,133050,0,243450,0,0,
163500,133050,0,243450,0,0,
164100,132450,0,243450,0,0,
164100,132150,0,243750,0,0,
164100,132150,0,243750,0,0,
164400,132150,0,243450,0,0,
164400,132150,0,243450,0,0,
166200,132150,0,241650,0,0,
165900,133050,0,241050,0,0,
159900,139650,0,240450,0,0,
159900,139650,0,240450,0,0,
160500,139650,0,239850,0,0,
160500,139650,0,239850,0,0,
160500,139650,0,239850,0,0,
161100,139050,0,239850,0,0,
161100,138750,0,240150,0,0,
161100,136950,0,241950,0,0,
167400,130950,0,241650,0,0,
167400,130950,0,241650,0,0,
167400,130950,0,241650,0,0,
167100,131250,0,241650,0,0,
168300,130650,0,241050,0,0,
170100,128850,0,241050,0,0,
169500,128850,0,241650,0,0,
169500,128850,0,241650,0,0,
169500,139650,0,230850,0,0,
168900,140250,0,230850,0,0,
168900,128850,0,242250,0,0,
168900,118050,0,253050,0,0,
168300,118050,0,253650,0,0,
171900,114450,0,253650,0,0,
175500,114450,0,250050,0,0,
175200,104850,0,259950,0,0,
175200,104550,0,260250,0,0,
175200,106350,0,258450,0,0,
175500,106350,0,258150,0,0,
175500,111750,0,252750,0,0,
175500,111750,0,252750,0,0,
176100,111150,0,252750,0,0,
188100,99750,0,252150,0,0,
188100,90750,0,261150,0,0,
188400,90750,0,260850,0,0,
181200,90750,0,268050,0,0,
181200,90750,0,268050,0,0,
181800,90150,0,268050,0,0,
181800,90750,0,267450,0,0,
181800,90750,0,267450,0,0,
181200,90750,0,268050,0,0,
181200,90750,0,268050,0,0,
181200,90750,0,268050,0,0,
180900,90150,0,268950,0,0,
183900,89550,0,266550,0,0,
183900,89550,0,266550,0,0,
184500,89550,0,265950,0,0,
184500,89550,0,265950,0,0,
184500,89550,0,265950,0,0,
182100,91950,0,265950,0,0,
182100,97950,0,259950,0,0,
182100,97950,0,259950,0,0,
181500,97950,0,260550,0,0,
181500,97950,0,260550,0,0,
181500,97950,0,260550,0,0,
181200,100650,0,258150,0,0,
181200,100350,0,258450,0,0,
181200,100350,0,258450,0,0,
180600,101250,0,258150,0,0,
180600,101250,0,258150,0,0,
191400,90450,0,258150,0,0,
185400,96450,0,258150,0,0,
185400,97050,0,257550,0,0,
185400,97050,0,257550,0,0,
185700,97050,0,257250,0,0,
185700,97050,0,257250,0,0,
185700,102450,0,251850,0,0,
185400,101850,0,252750,0,0,
185400,109650,0,244950,0,0,
185400,109650,0,244950,0,0,
184800,109650,0,245550,0,0,
177600,100650,0,261750,0,0,
177600,100650,0,261750,0,0,
177300,100950,0,261750,0,0,
177450,100650,0,261900,0,0,
164850,100650,0,274500,0,0,
165150,100650,0,274200,0,0,
165150,102450,0,272400,0,0,
165150,102450,0,272400,0,0,
165750,101850,0,272400,0,0,
165750,101550,0,272700,0,0,
176550,101550,0,261900,0,0,
176550,101550,0,261900,0,0,
176550,101550,0,261900,0,0,
174750,101550,0,263700,0,0,
174450,107850,0,257700,0,0,
173850,107250,0,258900,0,0,
173850,107250,0,258900,0,0,
173250,99450,0,267300,0,0,
173250,101250,0,265500,0,0,
173250,101250,0,265500,0,0,
172950,100650,0,266400,0,0,
172950,100350,0,266700,0,0,
171150,100350,0,268500,0,0,
171450,100350,0,268200,0,0,
171450,100350,0,268200,0,0,
169650,105750,0,264600,0,0,
173850,101550,0,264600,0,0,
173850,112950,0,253200,0,0,
163050,123750,0,253200,0,0,
162450,124950,0,252600,0,0,
162450,124950,0,252600,0,0,
162450,123150,0,254400,0,0,
160050,125550,0,254400,0,0,
160050,125250,0,254700,0,0,
154650,125250,0,260100,0,0,
155250,125250,0,259500,0,0,
155250,125250,0,259500,0,0,
155250,127050,0,257700,0,0,
161250,121050,0,257700,0,0,
153450,120750,0,265800,0,0,
153450,120750,0,265800,0,0,
153750,120750,0,265500,0,0,
157350,118950,0,263700,0,0,
157350,117150,0,265500,0,0,
157050,117450,0,265500,0,0,
157050,116850,0,266100,0,0,
157050,116850,0,266100,0,0,
156450,116850,0,266700,0,0,
154650,116850,0,268500,0,0,
154650,116850,0,268500,0,0,
154350,119550,0,266100,0,0,
154350,109950,0,275700,0,0,
163350,109950,0,266700,0,0,
157350,109950,0,272700,0,0,
157350,109950,0,272700,0,0,
157350,109950,0,272700,0,0,
147750,129150,0,263100,0,0,
147750,121350,0,270900,0,0,
147750,121350,0,270900,0,0,
139950,129450,0,270600,0,0,
138150,129450,0,272400,0,0,
136350,138450,0,265200,0,0,
136950,137850,0,265200,0,0,
136950,137550,0,265500,0,0,
129750,144750,0,265500,0,0,
123750,144750,0,271500,0,0,
127350,141150,0,271500,0,0,
130950,141150,0,267900,0,0,
130650,141450,0,267900,0,0,
130650,141150,0,268200,0,0,
141450,130350,0,268200,0,0,
141750,130350,0,267900,0,0,
141750,130350,0,267900,0,0,
141750,130350,0,267900,0,0,
142350,129750,0,267900,0,0,
142350,129450,0,268200,0,0,
142350,129450,0,268200,0,0,
141750,129450,0,268800,0,0,
139950,134850,0,265200,0,0,
139950,134850,0,265200,0,0,
139650,135150,0,265200,0,0,
139050,129150,0,271800,0,0,
139050,129150,0,271800,0,0,
145050,129150,0,265800,0,0,
143250,129150,0,267600,0,0,
143250,139950,0,256800,0,0,
142650,139350,0,258000,0,0,
142650,145350,0,252000,0,0,
142650,145350,0,252000,0,0,
143250,145350,0,251400,0,0,
143250,145350,0,251400,0,0,
143250,145350,0,251400,0,0,
143850,144750,0,251400,0,0,
141450,138750,0,259800,0,0,
141450,138750,0,259800,0,0,
140850,138750,0,260400,0,0,
144450,138750,0,256800,0,0,
144450,138750,0,256800,0,0,
138450,144750,0,256800,0,0,
132450,144450,0,263100,0,0,
132450,144450,0,263100,0,0,
136650,144450,0,258900,0,0,
133050,148050,0,258900,0,0,
133050,148050,0,258900,0,0,
133650,147450,0,258900,0,0,
133650,147150,0,259200,0,0,
133650,147150,0,259200,0,0,
133050,142950,0,264000,0,0,
138450,137550,0,264000,0,0,
149250,137550,0,253200,0,0,
148950,131550,0,259500,0,0,
148950,130950,0,260100,0,0,
156150,130950,0,252900,0,0,
165750,130950,0,243300,0,0,
165750,130950,0,243300,0,0,
162150,130950,0,246900,0,0,
162750,130350,0,246900,0,0,
162750,130050,0,247200,0,0,
166350,126450,0,247200,0,0,
165750,126450,0,247800,0,0,
165750,126450,0,247800,0,0,
165750,126450,0,247800,0,0,
171750,120450,0,247800,0,0,
171750,119850,0,248400,0,0,
171750,119850,0,248400,0,0,
179850,112050,0,248100,0,0,
179850,112050,0,248100,0,0,
178050,113850,0,248100,0,0,
178650,113250,0,248100,0,0,
178650,112950,0,248400,0,0,
178650,112950,0,248400,0,0,
178050,112950,0,249000,0,0,
178050,112950,0,249000,0,0,
178050,112950,0,249000,0,0,
182250,108750,0,249000,0,0,
182250,99150,0,258600,0,0,
182250,99150,0,258600,0,0,
185250,102150,0,252600,0,0,
185250,96750,0,258000,0,0,
185250,96750,0,258000,0,0,
184950,97050,0,258000,0,0,
184950,97650,0,257400,0,0,
184950,95850,0,259200,0,0,
185550,95850,0,258600,0,0,
190950,101250,0,247800,0,0,
190950,101250,0,247800,0,0,
190650,101550,0,247800,0,0,
190650,102150,0,247200,0,0,
190650,102150,0,247200,0,0,
186450,106650,0,246900,0,0,
189150,109350,0,241500,0,0,
181950,123750,0,234300,0,0,
181650,124050,0,234300,0,0,
181650,123750,0,234600,0,0,
181650,123750,0,234600,0,0,
181950,123750,0,234300,0,0,
178350,123750,0,237900,0,0,
178350,123750,0,237900,0,0,
175950,126150,0,237900,0,0,
175950,126750,0,237300,0,0,
172350,126750,0,240900,0,0,
172950,126750,0,240300,0,0,
172950,126750,0,240300,0,0,
172950,126750,0,240300,0,0,
170550,129150,0,240300,0,0,
170550,129750,0,239700,0,0,
170550,129750,0,239700,0,0,
169950,129750,0,240300,0,0,
168150,135150,0,236700,0,0,
159150,135150,0,245700,0,0,
158550,135750,0,245700,0,0,
158550,135450,0,246000,0,0,
158550,135450,0,246000,0,0,
158850,135450,0,245700,0,0,
158850,135450,0,245700,0,0,
153450,135450,0,251100,0,0,
153150,145350,0,241500,0,0,
150750,145050,0,244200,0,0,
150750,145050,0,244200,0,0,
151050,145050,0,243900,0,0,
151050,145050,0,243900,0,0,
151050,145050,0,243900,0,0,
150450,145650,0,243900,0,0,
150450,145350,0,244200,0,0,
150450,145350,0,244200,0,0,
151050,145350,0,243600,0,0,
156450,139950,0,243600,0,0,
156450,139950,0,243600,0,0,
156150,139350,0,244500,0,0,
156150,145350,0,238500,0,0,
156150,145350,0,238500,0,0,
153750,145350,0,240900,0,0,
153750,145350,0,240900,0,0,
153750,145350,0,240900,0,0,
153150,144750,0,242100,0,0,
153150,144450,0,242400,0,0,
158550,139050,0,242400,0,0,
158850,139050,0,242100,0,0,
158850,139050,0,242100,0,0,
162450,135450,0,242100,0,0,
162150,135750,0,242100,0,0,
163350,135150,0,241500,0,0,
170550,135150,0,234300,0,0,
170850,135150,0,234000,0,0,
169050,135150,0,235800,0,0,
176250,135150,0,228600,0,0,
168450,134550,0,237000,0,0,
168450,135150,0,236400,0,0,
168450,135150,0,236400,0,0,
170850,135150,0,234000,0,0,
169050,135150,0,235800,0,0,
169050,135150,0,235800,0,0,
168450,135750,0,235800,0,0,
168450,135450,0,236100,0,0,
168450,135450,0,236100,0,0,
167850,129450,0,242700,0,0,
175050,129450,0,235500,0,0,
182250,129450,0,228300,0,0,
181950,129750,0,228300,0,0,
181950,133950,0,224100,0,0,
181950,133950,0,224100,0,0,
182250,133950,0,223800,0,0,
182250,133950,0,223800,0,0,
193050,123150,0,223800,0,0,
199050,117150,0,223800,0,0,
199050,114750,0,226200,0,0,
199050,109350,0,231600,0,0,
198450,109350,0,232200,0,0,
198450,107550,0,234000,0,0,
196650,109350,0,234000,0,0,
197250,108750,0,234000,0,0,
197250,116550,0,226200,0,0,
197250,109350,0,233400,0,0,
201450,109350,0,229200,0,0,
201450,109350,0,229200,0,0,
201450,112950,0,225600,0,0,
201150,113250,0,225600,0,0,
201150,112950,0,225900,0,0,
201150,121950,0,216900,0,0,
200550,122850,0,216600,0,0,
200550,122850,0,216600,0,0,
189750,122850,0,227400,0,0,
195750,116850,0,227400,0,0,
195750,116550,0,227700,0,0,
206550,116550,0,216900,0,0,
205950,116550,0,217500,0,0,
205950,116550,0,217500,0,0,
209550,112950,0,217500,0,0,
201750,128550,0,209700,0,0,
202950,127950,0,209100,0,0,
197550,127950,0,214500,0,0,
197850,127950,0,214200,0,0,
197850,127950,0,214200,0,0,
197850,127950,0,214200,0,0,
