EXPECTATION,EXPECTATION,SIMPLE_RANGE_EXP_IMP,EXACT_RANGE_EXP,EXACT_RANGE_EXP
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
21900,100,27800,200,0
21900,100,27800,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22200,100,27500,200,0
21900,100,27800,200,0
21900,100,27800,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
25800,100,23900,200,0
25800,100,23900,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25800,100,23900,200,0
25800,100,23900,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
27600,100,22100,200,0
27600,100,22100,200,0
29100,100,20600,200,0
29100,100,20600,200,0
29100,100,20600,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31500,100,18200,200,0
31500,100,18200,200,0
31500,100,18200,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31500,100,18200,200,0
31500,100,18200,200,0
31500,100,18200,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31500,100,18200,200,0
31500,100,18200,200,0
31500,100,18200,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29400,100,20300,200,0
29400,100,20300,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29700,100,20000,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30600,100,19100,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
31200,100,18500,200,0
31200,100,18500,200,0
31200,100,18500,200,0
30900,100,18800,200,0
30900,100,18800,200,0
30300,100,19400,200,0
30300,100,19400,200,0
30300,100,19400,200,0
29700,100,20000,200,0
29700,100,20000,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30000,100,19700,200,0
29700,100,20000,200,0
29700,100,20000,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28500,100,21200,200,0
28500,100,21200,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30000,100,19700,200,0
29700,100,20000,200,0
29700,100,20000,200,0
29100,100,20600,200,0
29100,100,20600,200,0
29100,100,20600,200,0
28800,100,20900,200,0
28800,100,20900,200,0
29100,100,20600,200,0
29100,100,20600,200,0
29100,100,20600,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28800,100,20900,200,0
28800,100,20900,200,0
28800,100,20900,200,0
29700,100,20000,200,0
29700,100,20000,200,0
30000,100,19700,200,0
30000,100,19700,200,0
30000,100,19700,200,0
29700,100,20000,200,0
29700,100,20000,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28200,100,21500,200,0
28200,100,21500,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28500,100,21200,200,0
28200,100,21500,200,0
28200,100,21500,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27300,100,22400,200,0
27300,100,22400,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26700,100,23000,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26400,100,23300,200,0
26400,100,23300,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
26700,100,23000,200,0
26700,100,23000,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
26400,100,23300,200,0
26400,100,23300,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27600,100,22100,200,0
27600,100,22100,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
26700,100,23000,200,0
26700,100,23000,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
26700,100,23000,200,0
26700,100,23000,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25800,100,23900,200,0
25800,100,23900,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27900,100,21800,200,0
27900,100,21800,200,0
28200,100,21500,200,0
28200,100,21500,200,0
28200,100,21500,200,0
27900,100,21800,200,0
27900,100,21800,200,0
28200,100,21500,200,0
28200,100,21500,200,0
28200,100,21500,200,0
27900,100,21800,200,0
27900,100,21800,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
26700,100,23000,200,0
26700,100,23000,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27000,100,22700,200,0
25800,100,23900,200,0
25800,100,23900,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25800,100,23900,200,0
25800,100,23900,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23400,100,26300,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22800,100,26900,200,0
22800,100,26900,200,0
23100,100,26600,200,0
23100,100,26600,200,0
23100,100,26600,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24300,100,25400,200,0
24300,100,25400,200,0
24300,100,25400,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25800,100,23900,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24900,100,24800,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
23700,100,26000,200,0
23700,100,26000,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24000,100,25700,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25800,100,23900,200,0
25800,100,23900,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27000,100,22700,200,0
27000,100,22700,200,0
27300,100,22400,200,0
27300,100,22400,200,0
27300,100,22400,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26400,100,23300,200,0
26400,100,23300,200,0
26400,100,23300,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25500,100,24200,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24900,100,24800,200,0
24900,100,24800,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25200,100,24500,200,0
25800,100,23900,200,0
25800,100,23900,200,0
26100,100,23600,200,0
26100,100,23600,200,0
26100,100,23600,200,0
25500,100,24200,200,0
25500,100,24200,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24600,100,25100,200,0
24300,100,25400,200,0
24300,100,25400,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23700,100,26000,200,0
23400,100,26300,200,0
23400,100,26300,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22800,100,26900,200,0
22500,100,27200,200,0
22500,100,27200,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21900,100,27800,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21000,100,28700,200,0
21000,100,28700,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21000,100,28700,200,0
21000,100,28700,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21000,100,28700,200,0
21000,100,28700,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18000,100,31700,200,0
18000,100,31700,200,0
18000,100,31700,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18000,100,31700,200,0
18000,100,31700,200,0
18000,100,31700,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17700,100,32000,200,0
17400,100,32300,200,0
17400,100,32300,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18900,100,30800,200,0
18300,100,31400,200,0
18300,100,31400,200,0
18600,100,31100,200,0
18600,100,31100,200,0
18600,100,31100,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20100,100,29600,200,0
20100,100,29600,200,0
19500,100,30200,200,0
19500,100,30200,200,0
19500,100,30200,200,0
19200,100,30500,200,0
19200,100,30500,200,0
19500,100,30200,200,0
19500,100,30200,200,0
19500,100,30200,200,0
18900,100,30800,200,0
18900,100,30800,200,0
19200,100,30500,200,0
19200,100,30500,200,0
19200,100,30500,200,0
18000,100,31700,200,0
18000,100,31700,200,0
18300,100,31400,200,0
18300,100,31400,200,0
18300,100,31400,200,0
18000,100,31700,200,0
18000,100,31700,200,0
18300,100,31400,200,0
18300,100,31400,200,0
18300,100,31400,200,0
19500,100,30200,200,0
19500,100,30200,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21000,100,28700,200,0
20700,100,29000,200,0
20700,100,29000,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21000,100,28700,200,0
20700,100,29000,200,0
20700,100,29000,200,0
21000,100,28700,200,0
21000,100,28700,200,0
21000,100,28700,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22200,100,27500,200,0
22200,100,27500,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22500,100,27200,200,0
22200,100,27500,200,0
22200,100,27500,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21300,100,28400,200,0
21300,100,28400,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21600,100,28100,200,0
21300,100,28400,200,0
21300,100,28400,200,0
20700,100,29000,200,0
20700,100,29000,200,0
20700,100,29000,200,0
20400,100,29300,200,0
20400,100,29300,200,0
20700,100,29000,200,0
20700,100,29000,200,0
20700,100,29000,200,0
21300,100,28400,200,0
21300,100,28400,200,0
20700,100,29000,200,0
