EXPECTATION,EXPECTATION,SIMPLE_RANGE_EXP_IMP,EXACT_RANGE_EXP,EXACT_RANGE_EXP
0,100,21400,19600,8900
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21400,19900,8600
0,100,21400,19600,8900
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21400,19900,8600
0,100,22600,19300,8000
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,20800,19600,9500
0,100,20800,19300,9800
0,100,19300,19300,11300
0,100,19300,19300,11300
0,100,19300,19300,11300
0,100,19000,19600,11300
0,100,19000,19000,11900
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19000,19300,11600
0,100,19000,19000,11900
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19900,18400,11600
0,100,19900,18400,11600
0,100,20200,18400,11300
0,100,20200,18400,11300
0,100,20200,18400,11300
0,100,19900,18700,11300
0,100,19900,18400,11600
0,100,20200,18400,11300
0,100,20200,18400,11300
0,100,20200,18400,11300
0,100,19900,18700,11300
0,100,19900,19300,10700
0,100,20200,19300,10400
0,100,20200,19300,10400
0,100,20200,19300,10400
0,100,20800,18700,10400
0,100,20800,18400,10700
0,100,21100,18400,10400
0,100,21100,18400,10400
0,100,21100,18400,10400
0,100,19600,19900,10400
0,100,19600,20500,9800
0,100,19900,20500,9500
0,100,19900,20500,9500
0,100,19900,20500,9500
0,100,20500,19900,9500
0,100,20500,19600,9800
0,100,20800,19600,9500
0,100,20800,19600,9500
0,100,20800,19600,9500
0,100,20500,19900,9500
0,100,20500,20500,8900
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20500,20800,8600
0,100,20500,20500,8900
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20500,20800,8600
0,100,20500,20200,9200
0,100,20800,20200,8900
0,100,20800,20200,8900
0,100,20800,20200,8900
0,100,20500,20500,8900
0,100,20500,21100,8300
0,100,21700,21100,7100
0,100,21700,21100,7100
0,100,21700,21100,7100
0,100,20200,22600,7100
0,100,20200,22300,7400
0,100,20500,22300,7100
0,100,20500,22300,7100
0,100,20500,22300,7100
0,100,21700,21100,7100
0,100,21700,20800,7400
0,100,22000,20800,7100
0,100,22000,20800,7100
0,100,22000,20800,7100
0,100,21700,21100,7100
0,100,21700,20800,7400
0,100,20200,20800,8900
0,100,20200,20800,8900
0,100,20200,20800,8900
0,100,19900,21100,8900
0,100,19900,20500,9500
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,19900,20800,9200
0,100,19900,20500,9500
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,19900,20800,9200
0,100,19900,20500,9500
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,19900,20800,9200
0,100,19900,20500,9500
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,20200,20500,9200
0,100,22300,19900,7700
0,100,22300,19600,8000
0,100,22600,19600,7700
0,100,22600,19600,7700
0,100,22600,19600,7700
0,100,22300,19900,7700
0,100,22300,20500,7100
0,100,22600,20500,6800
0,100,22600,20500,6800
0,100,22600,20500,6800
0,100,23500,19600,6800
0,100,23500,19300,7100
0,100,23800,19300,6800
0,100,23800,19300,6800
0,100,23800,19300,6800
0,100,22300,20800,6800
0,100,22300,20500,7100
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20500,20800,8600
0,100,20500,20500,8900
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20800,20500,8600
0,100,20500,20800,8600
0,100,20500,21400,8000
0,100,19000,23500,7400
0,100,19000,23500,7400
0,100,19000,23500,7400
0,100,18700,23800,7400
0,100,18700,23500,7700
0,100,19000,23500,7400
0,100,19000,23500,7400
0,100,19000,23500,7400
0,100,18700,23800,7400
0,100,18700,23500,7700
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,19600,23800,6500
0,100,19600,23500,6800
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,19600,23800,6500
0,100,19600,23500,6800
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,19900,23500,6500
0,100,21100,22300,6500
0,100,21100,22000,6800
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21100,22300,6500
0,100,21100,22000,6800
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21100,22300,6500
0,100,21100,22000,6800
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21400,22000,6500
0,100,21100,22300,6500
0,100,21100,22000,6800
0,100,21700,22000,6200
0,100,21700,22000,6200
0,100,21700,22000,6200
0,100,21400,22300,6200
0,100,21400,22900,5600
0,100,21700,22900,5300
0,100,21700,22900,5300
0,100,21700,22900,5300
0,100,21400,23200,5300
0,100,21400,22900,5600
0,100,22300,22900,4700
0,100,22300,22900,4700
0,100,22300,22900,4700
0,100,20800,24400,4700
0,100,20800,24100,5000
0,100,21100,24100,4700
0,100,21100,24100,4700
0,100,21100,24100,4700
0,100,20800,24400,4700
0,100,20800,24100,5000
0,100,21100,24100,4700
0,100,21100,24100,4700
0,100,21100,24100,4700
0,100,20800,24400,4700
0,100,20800,25000,4100
0,100,21100,25000,3800
0,100,21100,25000,3800
0,100,21100,25000,3800
0,100,22300,23800,3800
0,100,22300,24400,3200
0,100,20800,24400,4700
0,100,20800,24400,4700
0,100,20800,24400,4700
0,100,20500,24700,4700
0,100,20500,24400,5000
0,100,20800,24400,4700
0,100,20800,24400,4700
0,100,20800,24400,4700
0,100,20500,24700,4700
0,100,20500,24400,5000
0,100,21100,24400,4400
0,100,21100,24400,4400
0,100,21100,24400,4400
0,100,20800,24700,4400
0,100,20800,25300,3800
0,100,21100,25300,3500
0,100,21100,25300,3500
0,100,21100,25300,3500
0,100,20800,25600,3500
0,100,20800,25000,4100
0,100,21100,25000,3800
0,100,21100,25000,3800
0,100,21100,25000,3800
0,100,20800,25300,3800
0,100,20800,25000,4100
0,100,19300,27700,2900
0,100,19300,27700,2900
0,100,19300,27700,2900
0,100,19000,28000,2900
0,100,19000,27700,3200
0,100,20500,27700,1700
0,100,20500,27700,1700
0,100,20500,27700,1700
0,100,20200,28000,1700
0,100,20200,27700,2000
0,100,20500,27700,1700
0,100,20500,27700,1700
0,100,20500,27700,1700
0,100,20200,28000,1700
0,100,20200,27700,2000
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20500,28000,1400
0,100,20500,27700,1700
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20500,28000,1400
0,100,20500,27700,1700
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20500,28000,1400
0,100,20500,27700,1700
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20800,27700,1400
0,100,20500,28000,1400
0,100,19000,30100,800
0,100,19300,30100,500
0,100,19300,30100,500
0,100,19300,30100,500
0,100,19000,30400,500
0,100,19300,30100,500
0,100,18800,30100,1000
0,100,18800,30100,1000
0,100,18800,30100,1000
0,100,18500,30400,1000
0,100,18500,30100,1300
0,100,18800,30100,1000
0,100,18800,30100,1000
0,100,18800,30100,1000
0,100,18500,30400,1000
0,100,18500,31000,400
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18500,31300,100
0,100,19700,30100,100
0,100,19700,30100,100
0,100,19700,30100,100
0,100,19700,30100,100
0,100,20300,29500,100
0,100,20600,29200,100
0,100,20600,29200,100
0,100,20600,29200,100
0,100,20600,29200,100
0,100,20300,29500,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18500,31300,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18500,31300,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,18800,31000,100
0,100,17300,32500,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,17300,32500,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,17600,32200,100
0,100,19100,30700,100
0,100,19400,30400,100
0,100,19400,30400,100
0,100,19400,30400,100
0,100,19400,30400,100
0,100,19100,30700,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,19700,30100,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,20000,29800,100
0,100,19700,30100,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20000,29800,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20000,29800,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20000,29800,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20000,29800,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20300,29500,100
0,100,20000,29800,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20600,29200,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20600,29200,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20600,29200,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,20900,28900,100
0,100,21500,28300,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21500,28300,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21800,28000,100
0,100,21500,28300,100
0,100,22700,27100,100
0,100,22700,27100,100
0,100,22700,27100,100
0,100,22700,27100,100
0,100,24200,25600,100
0,100,24500,25300,100
0,100,24500,25300,100
0,100,24500,25300,100
0,100,24500,25300,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25400,24400,100
0,100,25100,24700,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23300,26500,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23300,26500,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23300,26500,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23300,26500,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23600,26200,100
0,100,23300,26500,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23600,26200,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23900,25900,100
0,100,23600,26200,100
0,100,22100,27700,100
0,100,22100,27700,100
0,100,22100,27700,100
0,100,22100,27700,100
0,100,22700,27100,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,22700,27100,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,22700,27100,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,23000,26800,100
0,100,24500,25300,100
0,100,24800,25000,100
0,100,24800,25000,100
0,100,24800,25000,100
0,100,24800,25000,100
0,100,24500,25300,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,26900,22900,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,26900,22900,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,26900,22900,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,27200,22600,100
0,100,26900,22900,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,24800,25000,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,26300,23500,100
0,100,26600,23200,100
0,100,26600,23200,100
0,100,26600,23200,100
0,100,26600,23200,100
0,100,27800,22000,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,27800,22000,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,27800,22000,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,27800,22000,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,27800,22000,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,28100,21700,100
0,100,26600,23200,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,24800,25000,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,25100,24700,100
0,100,24800,25000,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,25700,24100,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,23900,25900,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,24200,25600,100
0,100,25400,24400,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26600,23200,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,26900,22900,100
0,100,28400,21400,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28400,21400,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28400,21400,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,27200,22600,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28400,21400,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28400,21400,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,29900,19900,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,29900,19900,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,29900,19900,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,30200,19600,100
0,100,28700,21100,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,28700,21100,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29900,19900,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,28100,21700,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,28400,21400,100
0,100,29000,20800,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29600,20200,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,29900,19900,100
0,100,30500,19300,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30500,19300,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30500,19300,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30500,19300,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30500,19300,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,30800,19000,100
0,100,31400,18400,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,30200,19600,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,32000,17800,100
0,100,32300,17500,100
0,100,32300,17500,100
0,100,32300,17500,100
0,100,32300,17500,100
0,100,32900,16900,100
0,100,33200,16600,100
0,100,33200,16600,100
0,100,33200,16600,100
0,100,33200,16600,100
0,100,32900,16900,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31100,18700,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31100,18700,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31100,18700,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31100,18700,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31100,18700,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31400,18400,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31400,18400,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,31700,18100,100
0,100,32600,17200,100
0,100,32900,16900,100
0,100,32900,16900,100
0,100,32900,16900,100
0,100,32900,16900,100
0,100,32600,17200,100
0,100,31100,18700,100
0,100,31100,18700,100
0,100,31100,18700,100
0,100,31100,18700,100
0,100,30800,19000,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,31400,18400,100
0,100,30200,19600,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30200,19600,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28400,21400,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,28700,21100,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,30200,19600,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30200,19600,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,30500,19300,100
0,100,29000,20800,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29000,20800,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29000,20800,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29000,20800,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29300,20500,100
0,100,29000,20800,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27500,22300,100
0,100,27200,22600,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,28400,21400,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,28700,21100,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,28700,21100,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,29000,20800,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,29300,20500,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29600,20200,100
0,100,29300,20500,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27800,22000,100
0,100,27500,22300,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,25700,24100,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,25700,24100,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,25700,24100,100
0,100,26000,23800,100
0,100,26000,23800,100
0,100,26000,23800,100
