EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,
60000,0,0,63300,416700,0,
59700,0,0,63600,416700,0,
56100,0,0,67200,416700,0,
56100,0,0,67200,416700,0,
56100,0,0,66900,417000,0,
55500,0,0,66900,417600,0,
55500,0,0,52500,432000,0,
55200,0,0,52800,432000,0,
55200,0,0,52800,432000,0,
55200,0,0,52800,432000,0,
56400,0,0,52200,431400,0,
56700,0,0,52200,431100,0,
66900,0,0,52200,420900,0,
62700,0,0,56400,420900,0,
62700,0,0,56400,420900,0,
62700,0,0,56400,420900,0,
62700,0,0,46200,431100,0,
62100,0,0,36000,441900,0,
62100,0,0,36000,441900,0,
62100,0,0,36000,441900,0,
62100,0,0,36000,441900,0,
62100,0,0,36000,441900,0,
62100,0,0,48600,429300,0,
62400,0,0,48600,429000,0,
62400,0,0,48600,429000,0,
52800,0,0,58200,429000,0,
52800,0,0,61800,425400,0,
56400,0,0,58200,425400,0,
56400,0,0,69600,414000,0,
51000,0,0,69600,419400,0,
51000,0,0,69600,419400,0,
50400,0,0,64200,425400,0,
50400,0,0,64200,425400,0,
50400,0,0,64200,425400,0,
50400,0,0,56400,433200,0,
49800,0,0,56700,433500,0,
49800,0,0,56700,433500,0,
43800,0,0,68700,427500,0,
36600,0,0,75900,427500,0,
36600,0,0,75900,427500,0,
36600,0,0,75600,427800,0,
36900,0,0,75600,427500,0,
63300,0,0,63600,413100,0,
63000,0,0,63900,413100,0,
55800,0,0,73500,410700,0,
50400,0,0,78900,410700,0,
50400,0,0,79500,410100,0,
50700,0,0,79500,409800,0,
50700,0,0,79500,409800,0,
50400,0,0,79800,409800,0,
50400,0,0,79800,409800,0,
43200,0,0,87000,409800,0,
43200,0,0,86700,410100,0,
43500,0,0,86700,409800,0,
43500,0,0,86700,409800,0,
45900,0,0,84300,409800,0,
45900,0,0,84300,409800,0,
36300,0,0,84300,419400,0,
36300,0,0,84000,419700,0,
36600,0,0,84000,419400,0,
36600,0,0,84000,419400,0,
36300,0,0,84300,419400,0,
36300,0,0,69900,433800,0,
31500,0,0,69900,438600,0,
31500,0,0,69600,438900,0,
30900,0,0,69600,439500,0,
30900,0,0,69600,439500,0,
23100,0,0,77400,439500,0,
23100,0,0,77400,439500,0,
23100,0,0,77400,439500,0,
23100,0,0,81600,435300,0,
23400,0,0,81600,435000,0,
23400,0,0,81600,435000,0,
23100,0,0,81900,435000,0,
23100,0,0,81900,435000,0,
23100,0,0,81900,435000,0,
23100,0,0,82500,434400,0,
14100,0,0,91800,434100,0,
14100,0,0,91800,434100,0,
13500,0,0,92400,434100,0,
18900,0,0,87000,434100,0,
17100,0,0,92400,430500,0,
17100,0,0,92100,430800,0,
16500,0,0,92100,431400,0,
16500,0,0,92100,431400,0,
16500,0,0,92100,431400,0,
16500,0,0,92100,431400,0,
16500,0,0,92100,431400,0,
16500,0,0,92700,430800,0,
26400,0,0,83100,430500,0,
26400,0,0,83100,430500,0,
26100,0,0,92400,421500,0,
26100,0,0,92400,421500,0,
26100,0,0,96000,417900,0,
26100,0,0,95700,418200,0,
48300,0,0,95700,396000,0,
48300,0,0,95700,396000,0,
48000,0,0,96000,396000,0,
48000,0,0,96000,396000,0,
46200,0,0,96000,397800,0,
46200,0,0,96600,397200,0,
47400,0,0,96000,396600,0,
60000,0,0,83400,396600,0,
59700,0,0,83700,396600,0,
65700,0,0,81900,392400,0,
65700,0,0,81900,392400,0,
65700,0,0,91500,382800,0,
66300,0,0,91500,382200,0,
66300,0,0,91500,382200,0,
65700,0,0,92100,382200,0,
48900,0,0,92100,399000,0,
48900,0,0,92100,399000,0,
48900,0,0,92700,398400,0,
48300,0,0,93900,397800,0,
59100,0,0,88500,392400,0,
58800,0,0,88800,392400,0,
58800,0,0,88800,392400,0,
58800,0,0,88800,392400,0,
58800,0,0,88500,392700,0,
59100,0,0,88500,392400,0,
59100,0,0,88500,392400,0,
58800,0,0,87900,393300,0,
49800,0,0,96900,393300,0,
49800,0,0,96900,393300,0,
49800,0,0,96600,393600,0,
49200,0,0,96600,394200,0,
49200,0,0,96600,394200,0,
48600,0,0,97800,393600,0,
48600,0,0,97800,393600,0,
48600,0,0,97800,393600,0,
48600,0,0,103800,387600,0,
55200,0,0,103800,381000,0,
55200,0,0,99000,385800,0,
64800,0,0,89400,385800,0,
64800,0,0,89400,385800,0,
64800,0,0,89400,385800,0,
64800,0,0,89100,386100,0,
65700,0,0,88500,385800,0,
63300,0,0,95100,381600,0,
63000,0,0,95400,381600,0,
75600,0,0,82800,381600,0,
75600,0,0,82800,381600,0,
75600,0,0,85200,379200,0,
75900,0,0,85200,378900,0,
75900,0,0,85200,378900,0,
76500,0,0,84600,378900,0,
76500,0,0,84600,378900,0,
74700,0,0,86400,378900,0,
74700,0,0,71400,393900,0,
64500,0,0,71400,404100,0,
64500,0,0,71400,404100,0,
74100,0,0,61800,404100,0,
74100,0,0,61800,404100,0,
81300,0,0,61800,396900,0,
81300,0,0,61500,397200,0,
75300,0,0,67800,396900,0,
75300,0,0,67800,396900,0,
69300,0,0,73800,396900,0,
67500,0,0,75600,396900,0,
58500,0,0,84600,396900,0,
58500,0,0,85200,396300,0,
60900,0,0,85200,393900,0,
60900,0,0,85200,393900,0,
60300,0,0,85800,393900,0,
60300,0,0,85800,393900,0,
60300,0,0,85800,393900,0,
60300,0,0,86400,393300,0,
59700,0,0,86400,393900,0,
59700,0,0,86400,393900,0,
60300,0,0,85800,393900,0,
60300,0,0,87600,392100,0,
60300,0,0,87600,392100,0,
60300,0,0,87300,392400,0,
71700,0,0,87300,381000,0,
71700,0,0,74100,394200,0,
71400,0,0,74400,394200,0,
71400,0,0,81000,387600,0,
71400,0,0,81000,387600,0,
71400,0,0,92400,376200,0,
75900,0,0,88200,375900,0,
75900,0,0,88200,375900,0,
76500,0,0,87600,375900,0,
76500,0,0,87600,375900,0,
76500,0,0,92400,371100,0,
76500,0,0,105300,358200,0,
76800,0,0,105300,357900,0,
75000,0,0,107100,357900,0,
74700,0,0,106500,358800,0,
110700,0,0,88500,340800,0,
110700,0,0,88500,340800,0,
110850,0,0,88200,340950,0,
111150,0,0,88200,340650,0,
111150,0,0,88200,340650,0,
110550,0,0,88800,340650,0,
110550,0,0,88800,340650,0,
110550,0,0,88800,340650,0,
110550,0,0,89400,340050,0,
110850,0,0,89400,339750,0,
110850,0,0,89400,339750,0,
110550,0,0,89700,339750,0,
110550,0,0,89700,339750,0,
108750,0,0,87900,343350,0,
108750,0,0,75300,355950,0,
117750,0,0,75300,346950,0,
117750,0,0,75300,346950,0,
118350,0,0,74700,346950,0,
118350,0,0,74700,346950,0,
125550,0,0,74700,339750,0,
126750,0,0,74100,339150,0,
126150,0,0,75000,338850,0,
126150,0,0,75000,338850,0,
126750,0,0,74400,338850,0,
126750,0,0,74400,338850,0,
126750,0,0,74400,338850,0,
137250,0,0,74100,328650,0,
136650,0,0,75000,328350,0,
136650,0,0,75000,328350,0,
127350,0,0,84300,328350,0,
127350,0,0,84300,328350,0,
127350,0,0,84300,328350,0,
128550,0,0,83700,327750,0,
128850,0,0,83700,327450,0,
127050,0,0,85500,327450,0,
127650,0,0,84900,327450,0,
118050,0,0,84900,337050,0,
118050,0,0,84900,337050,0,
118050,0,0,84600,337350,0,
118650,0,0,84600,336750,0,
101850,0,0,66000,372150,0,
101550,0,0,66300,372150,0,
101550,0,0,66300,372150,0,
101550,0,0,66300,372150,0,
101550,0,0,66000,372450,0,
103950,0,0,66000,370050,0,
103950,0,0,66000,370050,0,
93750,0,0,65400,380850,0,
93750,0,0,65400,380850,0,
93750,0,0,65400,380850,0,
88350,0,0,60000,391650,0,
87750,0,0,61200,391050,0,
87750,0,0,61200,391050,0,
88350,0,0,60600,391050,0,
86550,0,0,60600,392850,0,
81750,0,0,60600,397650,0,
81750,0,0,60600,397650,0,
94950,0,0,54000,391050,0,
94950,0,0,54000,391050,0,
83550,0,0,65400,391050,0,
83550,0,0,65400,391050,0,
83550,0,0,65400,391050,0,
83550,0,0,66000,390450,0,
83550,0,0,66000,390450,0,
71550,0,0,66000,402450,0,
71250,0,0,66150,402600,0,
71250,0,0,64350,404400,0,
71250,0,0,59550,409200,0,
71250,0,0,51750,417000,0,
71550,0,0,51750,416700,0,
71550,0,0,51750,416700,0,
71250,0,0,52050,416700,0,
71250,0,0,52050,416700,0,
74850,0,0,48450,416700,0,
74850,0,0,49050,416100,0,
75150,0,0,49050,415800,0,
75150,0,0,49050,415800,0,
75750,0,0,48450,415800,0,
75750,0,0,48450,415800,0,
75750,0,0,53250,411000,0,
75750,0,0,52950,411300,0,
76050,0,0,52950,411000,0,
72450,0,0,56550,411000,0,
62850,0,0,66150,411000,0,
62850,0,0,66150,411000,0,
62850,0,0,66150,411000,0,
64050,0,0,65550,410400,0,
63450,0,0,65550,411000,0,
61650,0,0,63750,414600,0,
69450,0,0,55950,414600,0,
55050,0,0,79950,405000,0,
55050,0,0,79950,405000,0,
55050,0,0,79650,405300,0,
49050,0,0,85950,405000,0,
49050,0,0,85950,405000,0,
48450,0,0,103950,387600,0,
48450,0,0,103950,387600,0,
48450,0,0,103950,387600,0,
49350,0,0,103650,387000,0,
48750,0,0,121650,369600,0,
48750,0,0,121650,369600,0,
48450,0,0,121950,369600,0,
48450,0,0,121950,369600,0,
48450,0,0,121950,369600,0,
48450,0,0,121650,369900,0,
47850,0,0,121650,370500,0,
47850,0,0,121650,370500,0,
47550,0,0,121950,370500,0,
47550,0,0,121950,370500,0,
55350,0,0,116550,368100,0,
42750,0,0,115950,381300,0,
42150,0,0,115950,381900,0,
42150,0,0,115950,381900,0,
41850,0,0,116250,381900,0,
41850,0,0,119850,378300,0,
41850,0,0,125250,372900,0,
41850,0,0,124950,373200,0,
42450,0,0,124950,372600,0,
42450,0,0,124950,372600,0,
32850,0,0,134550,372600,0,
32850,0,0,134550,372600,0,
32850,0,0,134550,372600,0,
32850,0,0,133950,373200,0,
32250,0,0,135150,372600,0,
32250,0,0,135150,372600,0,
38250,0,0,129150,372600,0,
38250,0,0,129150,372600,0,
38250,0,0,129150,372600,0,
38250,0,0,116550,385200,0,
30450,0,0,108750,400800,0,
32250,0,0,108750,399000,0,
32850,0,0,108150,399000,0,
18450,0,0,93750,427800,0,
18450,0,0,93750,427800,0,
21450,0,0,93150,425400,0,
21750,0,0,93150,425100,0,
21750,0,0,93150,425100,0,
21150,0,0,92550,426300,0,
19350,0,0,92550,428100,0,
19350,0,0,82950,437700,0,
19350,0,0,72750,447900,0,
20550,0,0,72150,447300,0,
16950,0,0,75750,447300,0,
17550,0,0,75150,447300,0,
17550,0,0,75150,447300,0,
15750,0,0,68550,455700,0,
15750,0,0,69150,455100,0,
16350,0,0,69150,454500,0,
19950,0,0,69150,450900,0,
35550,0,0,68550,435900,0,
35550,0,0,54150,450300,0,
35550,0,0,54150,450300,0,
36750,0,0,53550,449700,0,
36150,0,0,53550,450300,0,
37950,0,0,51750,450300,0,
38550,0,0,51150,450300,0,
31350,0,0,58350,450300,0,
31350,0,0,58350,450300,0,
31350,0,0,58050,450600,0,
53550,0,0,58050,428400,0,
53550,0,0,58050,428400,0,
53250,0,0,58350,428400,0,
51450,0,0,58350,430200,0,
51450,0,0,58350,430200,0,
51450,0,0,58950,429600,0,
51750,0,0,58950,429300,0,
51750,0,0,66150,422100,0,
52350,0,0,65550,422100,0,
52350,0,0,65550,422100,0,
52350,0,0,82350,405300,0,
52350,0,0,82950,404700,0,
54750,0,0,82950,402300,0,
54750,0,0,82950,402300,0,
54450,0,0,85650,399900,0,
54450,0,0,85650,399900,0,
54450,0,0,85650,399900,0,
54450,0,0,94650,390900,0,
54450,0,0,94650,390900,0,
59850,0,0,89250,390900,0,
60450,0,0,88650,390900,0,
60450,0,0,95850,383700,0,
60450,0,0,95850,383700,0,
60450,0,0,95550,384000,0,
60750,0,0,95550,383700,0,
60750,0,0,81150,398100,0,
60450,0,0,91050,388500,0,
51450,0,0,100050,388500,0,
51450,0,0,100050,388500,0,
51450,0,0,99750,388800,0,
50850,0,0,99750,389400,0,
50850,0,0,99750,389400,0,
50550,0,0,97350,392100,0,
50550,0,0,97350,392100,0,
50550,0,0,97350,392100,0,
50550,0,0,97050,392400,0,
53250,0,0,94650,392100,0,
53250,0,0,94650,392100,0,
52950,0,0,94950,392100,0,
54750,0,0,93150,392100,0,
54750,0,0,93150,392100,0,
54750,0,0,92850,392400,0,
54150,0,0,92850,393000,0,
54150,0,0,92850,393000,0,
53850,0,0,93150,393000,0,
53850,0,0,88350,397800,0,
59250,0,0,82950,397800,0,
59250,0,0,82350,398400,0,
59550,0,0,82350,398100,0,
57750,0,0,84150,398100,0,
57450,0,0,84450,398100,0,
57450,0,0,84450,398100,0,
57450,0,0,110250,372300,0,
57450,0,0,110850,371700,0,
57750,0,0,110850,371400,0,
57750,0,0,110850,371400,0,
48150,0,0,120450,371400,0,
48150,0,0,120450,371400,0,
31350,0,0,120450,388200,0,
31350,0,0,120150,388500,0,
28350,0,0,120150,391500,0,
28350,0,0,120150,391500,0,
37950,0,0,110550,391500,0,
37950,0,0,110550,391500,0,
39750,0,0,108750,391500,0,
42750,0,0,108150,389100,0,
43050,0,0,108150,388800,0,
43050,0,0,108150,388800,0,
49050,0,0,102150,388800,0,
50850,0,0,100350,388800,0,
41250,0,0,100350,398400,0,
42150,0,0,100050,397800,0,
42450,0,0,100050,397500,0,
42450,0,0,90450,407100,0,
42150,0,0,90750,407100,0,
42150,0,0,90750,407100,0,
42150,0,0,90750,407100,0,
39150,0,0,90450,410400,0,
39450,0,0,90450,410100,0,
39450,0,0,90450,410100,0,
39150,0,0,90750,410100,0,
40950,0,0,88950,410100,0,
40950,0,0,88950,410100,0,
41850,0,0,88650,409500,0,
42150,0,0,88650,409200,0,
42150,0,0,88650,409200,0,
55350,0,0,75450,409200,0,
55350,0,0,77850,406800,0,
72150,0,0,77850,390000,0,
72150,0,0,88050,379800,0,
71550,0,0,88950,379500,0,
71550,0,0,88950,379500,0,
72150,0,0,88350,379500,0,
72150,0,0,88350,379500,0,
72150,0,0,88350,379500,0,
72150,0,0,87750,380100,0,
72450,0,0,87750,379800,0,
72450,0,0,85950,381600,0,
72150,0,0,86250,381600,0,
72150,0,0,86250,381600,0,
72150,0,0,94650,373200,0,
71550,0,0,91650,376800,0,
70950,0,0,92550,376500,0,
61350,0,0,92550,386100,0,
49950,0,0,103950,386100,0,
49950,0,0,103950,386100,0,
59550,0,0,103950,376500,0,
59550,0,0,103650,376800,0,
93150,0,0,86850,360000,0,
91350,0,0,88650,360000,0,
90750,0,0,89250,360000,0,
79950,0,0,100050,360000,0,
79950,0,0,100050,360000,0,
79950,0,0,99750,360300,0,
82350,0,0,99750,357900,0,
82350,0,0,99750,357900,0,
81750,0,0,100350,357900,0,
81750,0,0,81150,377100,0,
81750,0,0,81150,377100,0,
81750,0,0,80850,377400,0,
78750,0,0,80850,380400,0,
78750,0,0,80850,380400,0,
78150,0,0,81450,380400,0,
69750,0,0,103050,367200,0,
69750,0,0,103050,367200,0,
69750,0,0,102750,367500,0,
69150,0,0,102750,368100,0,
74550,0,0,97350,368100,0,
73950,0,0,91950,374100,0,
66750,0,0,99150,374100,0,
66750,0,0,109350,363900,0,
66750,0,0,109050,364200,0,
57750,0,0,109050,373200,0,
57750,0,0,109050,373200,0,
57150,0,0,109650,373200,0,
57150,0,0,109650,373200,0,
57150,0,0,109650,373200,0,
57150,0,0,110250,372600,0,
57450,0,0,110250,372300,0,
53850,0,0,113850,372300,0,
53550,0,0,114150,372300,0,
53550,0,0,114150,372300,0,
44550,0,0,110550,384900,0,
41550,0,0,110250,388200,0,
51750,0,0,110250,378000,0,
48150,0,0,113850,378000,0,
36750,0,0,125250,378000,0,
34950,0,0,123450,381600,0,
27750,0,0,123450,388800,0,
27750,0,0,113250,399000,0,
39150,0,0,113250,387600,0,
39150,0,0,113250,387600,0,
38850,0,0,113550,387600,0,
38850,0,0,118350,382800,0,
38850,0,0,118350,382800,0,
38850,0,0,118050,383100,0,
29250,0,0,133650,377100,0,
29250,0,0,133650,377100,0,
28650,0,0,134250,377100,0,
43050,0,0,119850,377100,0,
26250,0,0,119850,393900,0,
27150,0,0,119550,393300,0,
27750,0,0,119550,392700,0,
29550,0,0,119550,390900,0,
29250,0,0,119850,390900,0,
29250,0,0,119850,390900,0,
29250,0,0,119850,390900,0,
29250,0,0,129450,381300,0,
31650,0,0,129450,378900,0,
31650,0,0,129450,378900,0,
31050,0,0,130050,378900,0,
31050,0,0,130050,378900,0,
25650,0,0,135450,378900,0,
25650,0,0,136050,378300,0,
22650,0,0,136050,381300,0,
26250,0,0,132450,381300,0,
16650,0,0,142050,381300,0,
16650,0,0,142050,381300,0,
16650,0,0,142050,381300,0,
8850,0,0,157650,373500,0,
8250,0,0,157650,374100,0,
8250,0,0,157650,374100,0,
7650,0,0,158850,373500,0,
9450,0,0,157050,373500,0,
14850,0,0,151650,373500,0,
14850,0,0,151350,373800,0,
14250,0,0,151350,374400,0,
14250,0,0,151350,374400,0,
2850,0,0,162750,374400,0,
1050,0,0,164550,374400,0,
1050,0,0,174150,364800,0,
0,0,0,175800,364200,0,
0,0,0,168000,372000,0,
0,0,0,168000,372000,0,
0,0,0,168000,372000,0,
0,0,0,168000,372000,0,
0,0,0,168000,372000,0,
0,0,0,168600,371400,0,
0,0,0,153600,386400,0,
0,0,0,153600,386400,0,
0,0,0,153600,386400,0,
0,0,0,153600,386400,0,
0,0,0,153600,386400,0,
0,0,0,153300,386700,0,
0,0,0,152700,387300,0,
0,0,0,143100,396900,0,
0,0,0,143100,396900,0,
0,0,0,143100,396900,0,
0,0,0,143100,396900,0,
0,0,0,143700,396300,0,
0,0,0,152100,387900,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,153600,386400,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,155700,384300,0,
0,0,0,155400,384600,0,
0,0,0,150000,390000,0,
0,0,0,150000,390000,0,
0,0,0,150000,390000,0,
0,0,0,150000,390000,0,
0,0,0,154800,385200,0,
0,0,0,154500,385500,0,
0,0,0,153900,386100,0,
0,0,0,153900,386100,0,
0,0,0,159300,380700,0,
0,0,0,159300,380700,0,
0,0,0,159300,380700,0,
0,0,0,144300,395700,0,
0,0,0,143700,396300,0,
0,0,0,140100,399900,0,
0,0,0,150900,389100,0,
0,0,0,150900,389100,0,
0,0,0,161700,378300,0,
0,0,0,161400,378600,0,
0,0,0,161700,378300,0,
0,0,0,161700,378300,0,
0,0,0,171300,368700,0,
0,0,0,171300,368700,0,
0,0,0,171300,368700,0,
0,0,0,171000,369000,0,
0,0,0,171300,368700,0,
0,0,0,171300,368700,0,
0,0,0,174900,365100,0,
0,0,0,165300,374700,0,
0,0,0,165300,374700,0,
0,0,0,174300,365700,0,
0,0,0,174600,365400,0,
0,0,0,172200,367800,0,
0,0,0,172200,367800,0,
0,0,0,160800,379200,0,
0,0,0,160800,379200,0,
0,0,0,160500,379500,0,
0,0,0,160800,379200,0,
0,0,0,160800,379200,0,
0,0,0,160800,379200,0,
0,0,0,152400,387600,0,
0,0,0,159600,380400,0,
0,0,0,160200,379800,0,
0,0,0,168000,372000,0,
0,0,0,183000,357000,0,
0,0,0,183000,357000,0,
0,0,0,183000,357000,0,
0,0,0,183000,357000,0,
0,0,0,175200,364800,0,
0,0,0,175500,364500,0,
0,0,0,179100,360900,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174000,366000,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,174000,366000,0,
0,0,0,174300,365700,0,
0,0,0,174300,365700,0,
0,0,0,169500,370500,0,
0,0,0,169500,370500,0,
0,0,0,169500,370500,0,
0,0,0,170100,369900,0,
0,0,0,161100,378900,0,
0,0,0,162900,377100,0,
0,0,0,166500,373500,0,
0,0,0,166500,373500,0,
0,0,0,166500,373500,0,
0,0,0,165900,374100,0,
0,0,0,166500,373500,0,
0,0,0,166500,373500,0,
0,0,0,166500,373500,0,
0,0,0,166500,373500,0,
0,0,0,170100,369900,0,
0,0,0,182700,357300,0,
0,0,0,172500,367500,0,
0,0,0,172500,367500,0,
0,0,0,172500,367500,0,
0,0,0,172500,367500,0,
0,0,0,172500,367500,0,
0,0,0,172200,367800,0,
0,0,0,166800,373200,0,
0,0,0,174000,366000,0,
0,0,0,174000,366000,0,
0,0,0,174000,366000,0,
0,0,0,174000,366000,0,
0,0,0,173700,366300,0,
0,0,0,164700,375300,0,
0,0,0,164700,375300,0,
0,0,0,164700,375300,0,
0,0,0,166500,373500,0,
0,0,0,153300,386700,0,
0,0,0,137700,402300,0,
0,0,0,145500,394500,0,
0,0,0,145500,394500,0,
0,0,0,149100,390900,0,
0,0,0,149100,390900,0,
0,0,0,149100,390900,0,
0,0,0,136500,403500,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143400,396600,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143700,396300,0,
0,0,0,143400,396600,0,
0,0,0,144000,396000,0,
0,0,0,157200,382800,0,
0,0,0,157200,382800,0,
0,0,0,157200,382800,0,
0,0,0,157200,382800,0,
0,0,0,156600,383400,0,
0,0,0,156900,383100,0,
0,0,0,164100,375900,0,
0,0,0,164100,375900,0,
0,0,0,165900,374100,0,
0,0,0,165900,374100,0,
0,0,0,166500,373500,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166500,373500,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,166800,373200,0,
0,0,0,151800,388200,0,
0,0,0,152400,387600,0,
0,0,0,152400,387600,0,
0,0,0,160800,379200,0,
0,0,0,160800,379200,0,
0,0,0,160800,379200,0,
0,0,0,148200,391800,0,
0,0,0,148500,391500,0,
0,0,0,148500,391500,0,
0,0,0,152100,387900,0,
0,0,0,150300,389700,0,
0,0,0,150300,389700,0,
0,0,0,150000,390000,0,
0,0,0,150300,389700,0,
0,0,0,152700,387300,0,
0,0,0,152700,387300,0,
0,0,0,163500,376500,0,
0,0,0,172500,367500,0,
0,0,0,173100,366900,0,
0,0,0,186300,353700,0,
0,0,0,186300,353700,0,
0,0,0,186300,353700,0,
0,0,0,186300,353700,0,
0,0,0,186300,353700,0,
0,0,0,186000,354000,0,
0,0,0,186600,353400,0,
0,0,0,195600,344400,0,
0,0,0,195600,344400,0,
0,0,0,195600,344400,0,
0,0,0,195600,344400,0,
0,0,0,221400,318600,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,216000,324000,0,
0,0,0,215700,324300,0,
0,0,0,216000,324000,0,
0,0,0,217800,322200,0,
0,0,0,217800,322200,0,
0,0,0,221400,318600,0,
0,0,0,219600,320400,0,
0,0,0,219300,320700,0,
0,0,0,219600,320400,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,210000,330000,0,
0,0,0,214200,325800,0,
0,0,0,206400,333600,0,
0,0,0,192000,348000,0,
0,0,0,192000,348000,0,
0,0,0,192000,348000,0,
0,0,0,192000,348000,0,
0,0,0,191700,348300,0,
0,0,0,192000,348000,0,
0,0,0,192000,348000,0,
0,0,0,192000,348000,0,
0,0,0,201600,338400,0,
0,0,0,201600,338400,0,
0,0,0,201300,338700,0,
0,0,0,200700,339300,0,
0,0,0,200700,339300,0,
0,0,0,200700,339300,0,
0,0,0,200700,339300,0,
0,0,0,200700,339300,0,
0,0,0,201300,338700,0,
0,0,0,201600,338400,0,
0,0,0,212400,327600,0,
0,0,0,212400,327600,0,
0,0,0,212400,327600,0,
0,0,0,222000,318000,0,
0,0,0,222600,317400,0,
0,0,0,222900,317100,0,
0,0,0,222900,317100,0,
0,0,0,222900,317100,0,
0,0,0,222900,317100,0,
0,0,0,222900,317100,0,
0,0,0,222300,317700,0,
0,0,0,222900,317100,0,
0,0,0,222900,317100,0,
0,0,0,218100,321900,0,
0,0,0,218100,321900,0,
0,0,0,218100,321900,0,
0,0,0,217800,322200,0,
0,0,0,217200,322800,0,
0,0,0,198600,341400,0,
0,0,0,198600,341400,0,
0,0,0,198600,341400,0,
0,0,0,195000,345000,0,
0,0,0,194400,345600,0,
0,0,0,194700,345300,0,
0,0,0,194700,345300,0,
0,0,0,194700,345300,0,
0,0,0,194700,345300,0,
0,0,0,200100,339900,0,
0,0,0,199800,340200,0,
0,0,0,189600,350400,0,
0,0,0,189600,350400,0,
0,0,0,189600,350400,0,
0,0,0,189600,350400,0,
0,0,0,189600,350400,0,
0,0,0,193800,346200,0,
0,0,0,193200,346800,0,
0,0,0,193200,346800,0,
0,0,0,193200,346800,0,
0,0,0,193200,346800,0,
0,0,0,193200,346800,0,
0,0,0,192600,347400,0,
0,0,0,192900,347100,0,
0,0,0,192900,347100,0,
0,0,0,192900,347100,0,
0,0,0,192900,347100,0,
0,0,0,192900,347100,0,
0,0,0,192300,347700,0,
0,0,0,192600,347400,0,
0,0,0,192600,347400,0,
0,0,0,192600,347400,0,
0,0,0,192600,347400,0,
0,0,0,192600,347400,0,
0,0,0,192300,347700,0,
0,0,0,192600,347400,0,
0,0,0,207000,333000,0,
0,0,0,207000,333000,0,
0,0,0,207000,333000,0,
0,0,0,207000,333000,0,
0,0,0,206700,333300,0,
0,0,0,207000,333000,0,
0,0,0,216600,323400,0,
0,0,0,216600,323400,0,
0,0,0,216600,323400,0,
0,0,0,216600,323400,0,
0,0,0,216300,323700,0,
0,0,0,216600,323400,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,230400,309600,0,
0,0,0,227400,312600,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,231000,309000,0,
0,0,0,230700,309300,0,
0,0,0,230100,309900,0,
0,0,0,230100,309900,0,
0,0,0,230100,309900,0,
0,0,0,230100,309900,0,
0,0,0,235500,304500,0,
0,0,0,235200,304800,0,
0,0,0,235800,304200,0,
0,0,0,235800,304200,0,
0,0,0,235800,304200,0,
0,0,0,235800,304200,0,
0,0,0,221400,318600,0,
0,0,0,206400,333600,0,
0,0,0,207000,333000,0,
0,0,0,207000,333000,0,
0,0,0,207000,333000,0,
0,0,0,205200,334800,0,
0,0,0,205200,334800,0,
0,0,0,204600,335400,0,
0,0,0,204900,335100,0,
0,0,0,204900,335100,0,
0,0,0,204900,335100,0,
0,0,0,204900,335100,0,
0,0,0,204900,335100,0,
0,0,0,204300,335700,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203400,336600,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
0,0,0,203700,336300,0,
